key,value
Finn (Star Wars),2
Original Venatori Character(s) (Dragon Age),2
Elin,2
The Fae sisters,2
Death Eater Characters,2
Arthur Dayne,2
Oswell Whent,2
Gerold Hightower,2
Various Others...,2
Sephiroth (Compilation of FFVII),2
The Hist (Elder Scrolls),2
King Cailan,2
Timothy Lawrence,2
Arthur Morgan,2
The Elvhen Pantheon,2
Adrien Agreste,2
Marinette Dupain-Cheng,2
Princess Bubblegum,2
Marceline (Adventure Time),2
Percy Jackson,2
Angus McDonald,2
Nisha (Fallout),2
Murdock (Dragon Age),2
Tomas (Dragon Age),2
Aziraphale (Good Omens),2
Auren Lavellan - Character,2
Keeper Lanaya,2
Will Graham's Dogs,2
Freddie Lounds,2
Bella Crawford,2
Warrior of Light (Final Fantasy XIV),2
Arthur Pendragon (Merlin),2
Gaius (Merlin),2
Ghilain Clan,2
Female Nerevarine (Elder Scrolls),2
Sotha Sil,2
Maria Cadash,2
Fylanriell (Flynn) Lavellan,2
Chuck Shurley,2
Edward Elric,2
Jean Havoc,2
Perrin Threnhold,2
Original Female Imperial Character(s),2
Cloak of Levitation (Marvel) - Character,2
Hela (Marvel),2
Scott Lang,2
Laura Barton,2
Harley Keener,2
Laura Kinney,2
Emma Frost,2
Stepford Cuckoos,2
Matt Murdock,2
Brett Harimann,2
Clarel,2
Fran (Ivalice Alliance),2
Bayonetta (Bayonetta),2
Chloe Frazer,2
Fayt Leingod,2
Shirogane Naoto,2
Sazh Katzroy,2
Squall Leonhart,2
Hanamura Yosuke,2
"John ""Central"" Bradford",2
Trevelyan Siblings - Character,2
Aizawa Shouta | Eraserhead,2
Otabek Altin,2
Dooku | Darth Tyranus,2
Padmé Amidala,2
Jar Jar Binks,2
Xenon (Dragon Age),2
Vale (Dragon Age),2
The whole cast,2
GLaDOS,2
Ensemble Cast - Character,2
Ponchard,2
Dragon Age Inquisition Characters,2
Lady Emmald (Dragon Age),2
Miraak (Elder Scrolls),2
Odin (Marvel),2
Éomer Éadig,2
Faramir (Son of Denethor II),2
Banon (Dragon Age),2
The Bull’s Chargers,2
Tamlen Lavellan,2
Nisha (Borderlands),2
Angel (Borderlands),2
Sasha (Borderlands),2
August (Borderlands),2
Gortys (Borderlands),2
LoaderBot (Borderlands),2
Janey Springs,2
Lilith (Borderlands),2
Canon Character(s),2
and many more,2
Ava Ansgot (Dragon Age: Realm of Serenity),2
Reina Ansgot (Dragon Age: Realm of Serenity),2
Haldir of Lothlórien,2
Rasaan (Dragon Age),2
Roadhog | Mako Rutledge,2
Dalish Elves - Character,2
Young!Inquisitor - Character,2
Tranquil Character(s) (Dragon Age),2
Kashaw Vesh,2
Lord Seeker Lucius Corin,2
Evelyn Lavellan,2
Aether Lavellan - Character,2
Aether Alerion,2
Trans Inquisitor - Character,2
Variel Surana,2
Kalya Mahariel,2
Nyra Lavellan,2
female human inquisitor,2
Lady Harimann,2
Newt Scamander,2
Original Percival Graves,2
Tina Goldstein,2
Shireen Baratheon,2
Babette (Elder Scrolls),2
Cullen Rutherford's sister,2
Warden Brosca,2
Original Female Dog Character(s),2
Kadan Adaar,2
Laxus Dreyar,2
Cassandra Allegra Portia Calogera Filomena Pentaghast,2
Inquisition Companions,2
Errol Trevelyan,2
Diaraye Cadash,2
Qunari Inquisitor (Dragon Age),2
Ralof (Elder Scrolls),2
The whole damn cast - Character,2
Nicole Haught,2
Waverly Earp,2
Wynonna Earp,2
Gus McCready,2
Xavier Dolls,2
The Origins Crew,2
Arahel Lavellan (OC),2
J'rakko,2
Male Mage Trevelyan (Dragon Age),2
Dragonborn (Mentioned Only),2
Jojo Samuels,2
Adria (Dragon Age),2
Solavellis Tabris,2
Anna (Disney),2
Inquisitor Talas,2
Woofy Hawke,2
Nonbinary Warden,2
Kai Rutherford,2
Izzy - Cullen's mabari,2
Marcurio (Elder Scrolls),2
Prince!Alistair,2
Ser Garrett (Original Character),2
Orana (Mentioned),2
Falon,2
Male Trevelyn,2
Falin Cousland,2
Nyssa Trevelyan,2
Bartrand,2
Durnehviir (Elder Scrolls),2
My Unit | Reflet | Robin,2
Iseran Tasefa,2
Aqun Adaar,2
Geldauran (Dragon Age),2
Female Dunmer Nerevarine,2
Julian Devorak,2
Original Asari Character(s),2
Astrid Cadash,2
Tywin Lannister,2
original nonbinary character,2
Eowyn Hawke,2
Hari (Dragon Age),2
Yagi Toshinori | All Might,2
Bakugou Katsuki,2
Mention of Merrill,2
Castillon (Dragon Age),2
Tainan Lavellan,2
Julien,2
Selene,2
Y/n - Character,2
Marius,2
Cait Cousland (Warden),2
mentioned - Character,2
teen inquisitor - Character,2
Mac Eanraig,2
more to be added! - Character,2
kinda - Character,2
the rest of the crew,2
Skarlet (Mortal Kombat),2
Lieutenant Farrow,2
Garavel (Dragon Age),2
alena lavellan,2
Alex Mercer,2
Owen Grady,2
Dalish Inquisitor (Dragon Age),2
Connor (Detroit: Become Human),2
Hank Anderson,2
some OCs - Character,2
Catheryne Cousland,2
Sekmet Adaar,2
Fenrir Lavellan,2
Samuel Drake,2
Victor Sullivan,2
Rafe Adler,2
John Marston,2
Farilis Lavellan,2
M!Inquisitor,2
Dragonborn,2
Other Minor Characters,2
Female Rogue OC,2
Milaiyah Lavellan,2
Ser Donall (Dragon Age),2
Keeper Deshanna Istimaethoriel Lavellan,2
Female Vestige,2
Lúcio Correia dos Santos,2
Cyrran Lavellan,2
"Leonard ""Bones"" McCoy",2
Jean-Luc Picard,2
warden-commander,2
Varnell,2
Chloe Price,2
Kya II (Avatar),2
Sparx (Spyro),2
The Companions (Elder Scrolls),2
Farkas (Elder Scrolls),2
Lots of people - Character,2
Caridin (Dragon Age),2
Shea Trevelyan,2
Kid!inquisitor - Character,2
Alexandra Trevelyan,2
Lantos (Dragon Age),2
Faron,2
Madanach,2
Borkul the Beast,2
Athis,2
Brienne of Tarth,2
Ciembe Mahariel,2
Cast of DAI,2
Max Trevelyn,2
Fae Mandeville,2
Rosco Mandeville,2
f!Mahariel,2
Damion Amell,2
Aisha (Saints Row),2
Morinth (Mass Effect),2
Ayla,2
Kata Adaar,2
Kuroko Tetsuya,2
Kagami Taiga,2
Nymeria Surana,2
Thalia Hawke,2
Zeus Hawke,2
Female Altmer Dovahkiin | Dragonborn,2
Natakas (Assassin's Creed),2
Iva Yadiel,2
Rhiona Cousland,2
Original Plus Sized Character(s),2
Bog Unicorn (Dragon Age),2
Lily Evans Potter,2
James Potter,2
Original Background Characters,2
Okumura Rin,2
Original Female Elvhen Character: Night of Rivain the Collector of Secrets,2
Pelvera (OC),2
Nazir (Elder Scrolls),2
Ezra Bridger,2
Kanan Jarrus,2
Hera Syndulla,2
mentions of Fenris,2
"Illyrian ""Niko"" Duvain",2
Ori Trevelyan,2
xavier hawke,2
Non-Warden Female Cousland,2
Luis (Dragon Age),2
Virgil Trevelyan,2
Fae Trevelyan,2
Rheda Trevelyan,2
Leah Trevelyan,2
Jay Hawke,2
South Italy (Hetalia),2
Spain (Hetalia),2
Prussia (Hetalia),2
Cortana (Halo),2
Donnic (Dragon Age),2
Grey Warden Alistair - Character,2
Darrian Tabris,2
Chakotay (Star Trek),2
Natalie (Dragon Age),2
Gallagher Wulff,2
Artin Aeducan,2
Fenris (Dragon Age 2),2
Marisol Trevelyan,2
Reinhardt Hawke,2
Baqoun (OC),2
Maraas-lok (OC),2
just about everyone,2
Thor Odinson,2
Finn Caldansen,2
Chun-Li,2
Peach-hime | Peach Toadstool,2
Sarel Lavellan,2
Tamsyn Ashworth,2
the gang is all here - Character,2
Pidge | Katie Holt,2
Hunk (Voltron),2
Haggar (Voltron),2
Bethany (mentioned),2
Carver (mentioned),2
Kirkwall Krew,2
cast of OCs,2
Iron Bull/Dorian Pavus - Character,2
Trea Adaar,2
Avenia Trevelyan,2
Simon Hawke,2
Sethius Amladaris,2
Nick Valentine,2
Jessica Jones,2
Bedelia Du Maurier,2
Stitch,2
Dreya Hawke,2
Anthony Pentaghast (mentioned),2
De Launcet Family,2
Red Lyrium - Character,2
rolfe trevelyan,2
Cid Highwind,2
Mira Lavellan,2
Taibreah Lavellan,2
Corbinian Vael,2
Azriel Trevelyan,2
Julian Trevelyan,2
Stephan Cousland,2
Seriously - Character,2
Varric Tethras (Dragon Age),2
leo’din,2
Various Background Characters,2
various spirits,2
Leo'Din,2
Willard Trevelyan,2
Kim Jongdae | Chen,2
Kim Heechul,2
Female Warrior Inquisitor (Dragon Age),2
Trevelyan OC,2
Anora (Dragon Age),2
Elara Lavellan,2
Jafar (Magi),2
Sinbad (Magi),2
Alucard (Castlevania),2
Dipper Pines,2
Bill Cipher,2
Avaline,2
Nico Lavellan,2
Faeron Lavellan,2
Inquisitor Cadash (mentioned),2
Craig Cahn,2
Brother Plinth,2
Mercenary Character(s),2
Adannar,2
Maferath (Dragon Age),2
Mage Inquisitor Lavellan,2
Custom Female Hawke,2
Carys Trevelyan,2
Ivvie,2
Hawke twins (not Carver and Bethany),2
Каллен Резерфорд,2
Forgotten One(s) (Dragon Age),2
Sulahnassan Lavellan,2
Florian Phineas Horatio Aldebrant Esquire,2
OC Warden - Character,2
Other Original Character(s),2
Toth (Dragon Age),2
Faeven Lavellan,2
Sister Petrine,2
Agarth,2
Tanner (Dragon Age),2
OC - Rumor,2
Tevinter(s) (Dragon Age),2
Ras'lahna,2
cyril cadash,2
Blake Belladonna,2
Yang Xiao Long,2
Ruby Rose (RWBY),2
Weiss Schnee,2
Dalish Warden,2
Female Rouge Hawke,2
basically everyone at some point,2
Spirit of Faith,2
Victor Creed,2
Original Chantry Character(s),2
Jack Sparrow,2
Lydia Rochelle,2
F!Mage Hawke,2
Idrilla Lavellan,2
Ser Emeric,2
Eilwyn Amell,2
Cullen mention,2
Demelza Tabris,2
Boone,2
Orochimaru (Naruto),2
Ser Brandis,2
Sister Amity,2
Cid nan Garlond,2
Mother Miounne,2
Aymeric de Borel,2
Father | Shaun (Fallout),2
Junia Cadash,2
Sombra (Overwatch),2
Mila Trevelyan,2
Alys Rutherford,2
Qi'ra (Star Wars),2
Spirit(s) of Knowledge (Dragon Age),2
Mention of Solas,2
Revassan Lavellan,2
Isalasanda Lavellan,2
Alyssana Lavellan,2
Selene -OC,2
Jacob Trevelyan,2
Anise Lavellan,2
some Orlesians,2
Ironbull,2
Ultron,2
"Grunkle Stan | Stanley ""Stanford"" Pines",2
Temmerin Glavonak,2
Sympathy (OC),2
Female Amell- Non warden,2
Mentions of Danarius,2
Pyhra Mahariel,2
The Doctor,2
unnamed inquisitor - Character,2
Aelynthi (OC),2
General Zhukov (The Death of Stalin),2
Artheah Adaar,2
Alaran Lavellan,2
Grand Enchanter Orsino,2
To be determined... - Character,2
Beileag Surana,2
Levin Surana,2
Basically all Dragon Age characters are fair game,2
House Cadash (Dragon Age),2
Flynn Trevelyan,2
Lord Otranto,2
Teyla Emmagan,2
Richard Woolsey,2
Fox Mulder,2
Gordon Freeman,2
Malcolm Reed,2
Jonathan Archer,2
Harry Blackstone Copperfield Dresden,2
Katniss Everdeen,2
Helen Magnus,2
Male!Reader - Character,2
male!Hawke,2
Original Crow Character,2
Vengeance Anders,2
Branwen Lavellan,2
"Katherine ""Kalani"" Trevelyan",2
Harper Trevelyan,2
Vaea (Dragon Age),2
Reilyn Surana,2
Roselyn Tabris,2
ilya Trevelyan,2
Quintus Navale,2
Caerlyn Cousland,2
Corin Hawke,2
Lyssy Mahariel,2
Valena (Dragon Age),2
Dwyn (Dragon Age),2
Varic,2
Caleb Widogast,2
Agender Lavellan,2
Lady Aeducan,2
Edmond Trevelyan,2
Tamvir Lavellan,2
Lasani Lavellan,2
Poppy Hawke,2
Inquisitor Evanna,2
Pantheon - Character,2
Lucina (Fire Emblem),2
Urahara Kisuke,2
Kuchiki Rukia,2
Margot Verger,2
The Silent Hunter,2
F hawke,2
Cappi Cadash,2
Jenna Cousland,2
other Dragon Age characters,2
Papyrus (Undertale),2
Luna,2
Uraraka Ochako,2
Charter - Character,2
Original Lavellan,2
Herren (Dragon Age),2
Gabriel Hawke,2
Saoirse Lavellan,2
tal'ren lavellan,2
maethren lavellan,2
Zuko (Avatar),2
Lyra Lavellan - Character,2
a horse,2
Inquisitor's sister,2
mentions of Sten,2
Background Bull's Chargers,2
Roiya Lavellan,2
Mel Trevelyan,2
Evette Amell,2
The whole crew,2
Yamanaka Ino,2
Nara Shikamaru,2
Akimichi Chouji,2
Mitarashi Anko,2
Aang (Avatar),2
the whole gang is here - Character,2
Vernon Dursley,2
Petunia Evans Dursley,2
Dudley Dursley,2
Kazuhira Miller,2
Ocelot (Metal Gear),2
Venom Snake (Metal Gear),2
Nyx Ulric,2
Daolin Tabris,2
Jumin Han,2
Phedre Trevelyan,2
Tentacles (Character),2
Eadric (Dragon Age),2
Original Solas Child(ren) (Dragon Age),2
C,2
Farrada,2
Alnifenen,2
Red Jenny (Dragon Age),2
Hubert,2
Lydia (Dragon Age),2
Ash (Supernatural),2
Jody Mills,2
Lucifer (Supernatural),2
female warden cousland,2
Non-Trevelyan Inquisitor - Character,2
Dovahkiin,2
Female Dovahkiin,2
Male Travelyan,2
Spoilers - Character,2
David Archer,2
Aine,2
Maeve,2
Elsa Cousland,2
Harris,2
Senior Enchanter Sweeney,2
Rahmir,2
qunari warden,2
Carver Hawke (mentioned),2
Qunari Grey Warden,2
Dalish Grey Warden,2
Fíli (Tolkien),2
Original Bosmer Character(s),2
Hades Hawke,2
"Jackson ""JT"" Trevelyan",2
Spirit of Purpose,2
Teddy Trevelyan,2
Mahinnah Lavellan,2
And everyone else,2
Assan the Cat,2
Charlie Bradbury,2
Anna Milton,2
Messenger Jim,2
Warden Rainier,2
Rubeus Hagrid,2
Scott McCall,2
Taarlok (Dragon Age),2
House of Repose Assassin,2
Shale Lavellan,2
Blackwall post-revelations,2
Lady Cecilie,2
Original Imperial Character(s),2
Orian Mahariel,2
Keeper,2
Bellatrix Faire,2
Female elf,2
Original Female Mage,2
Wilmod,2
Shane (Stardew Valley),2
Joshua Faraday,2
Vasquez (Magnificent Seven (2016)),2
tons of others,2
Alec Surana,2
Male Warden Surana,2
More Characters to Come - Character,2
Leorah,2
The Shame of Serault,2
Ravenna Hawke,2
Kyana Hawke,2
Ryleigh Surana,2
Original de Chalons Character(s),2
Fíriel,2
Macha,2
Faye Lavellan,2
Jowan (mentioned),2
Keria Lavellan (OC),2
Alistair Theirin (dragon age),2
Nemo D'Vidas (OC),2
Hal,2
Kaylee Frye,2
Malcolm Reynolds,2
Cassandra (Mentioned),2
Isolde Guerrin (Mentioned),2
Irminric (Dragon Age),2
Male Dunmer Dovahkiin | Dragonborn,2
Dunmer Dovahkiin | Dragonborn,2
Amelia Stannard,2
Ser Maron,2
Fearchar Mac Eanraig,2
Child Alistair,2
Altariel Lavellan,2
Aban Adaar,2
Sybill Trevelyan,2
Stefan Trevelyan,2
All ocs,2
Spirits (Dragon Age),2
mentions of the Iron Bull,2
Silvana Amell,2
Rowan Kent,2
Nettie Mirwen Dinlaselan - Character,2
Val,2
Sierra Tabris,2
Credence Barebone,2
The Toy,2
Levallen,2
Jasper the mabari,2
Original Non-Warden Amell,2
Veleda Amell,2
Meredith (mentioned),2
Nadas'an Arvenis,2
Derek Hawke (OC),2
Rose Dashwood,2
Liam Montgomery,2
Modern Original Characters,2
Esme Trevelyan,2
Gerav,2
OC Children,2
Nyx,2
Ramsay Bolton,2
Dark Brotherhood,2
Nicholas St. North,2
Jack Frost (Guardians of Childhood),2
Adaar's Parents (Dragon Age),2
Meredith (Dragon Age),2
Young Alistair Theirin,2
Keeper Lavellan,2
Non-Inquisitor Adaar - Character,2
Goat - Character,2
Taryn Trevelyan,2
Magnus Burnsides,2
The Director | Lucretia,2
Merle Highchurch,2
Brotherhood Assassins (Assassin's Creed),2
The First Civilization,2
Precursors - Character,2
Original Isu | Precursor | First Civilization | Those Who Came Before Character(s),2
Modern Character In Thedas - Character,2
Sekhmet Hawke,2
"Luthien ""Louie"" Tabris",2
Ishida Mitsunari,2
Date Masamune,2
Ben-Hassrath (Characters),2
Tamlen Arainai,2
Falon’Din,2
Sebastian Castellanos,2
Tranquil Inquisitor - Character,2
Athim,2
Sons of Elgar'nan - Character,2
Tug,2
Bea Hawke (OC),2
Seneschal Granger,2
Professor Kenric,2
Professor Bram Kenric,2
Alister,2
Stacker Pentecost,2
Anso (Dragon Age),2
Northern Hunter,2
Katria trevelyan,2
Iwaizumi Hajime,2
tba,2
Cadogan Cousland,2
Dorain Pavus,2
Avaena Amell,2
Curiosity - Character,2
Thelvin Lavellan,2
Vernon Boyd,2
Female Inquisitior,2
Original Non-Warden Surana,2
Guards - Character,2
Apostates - Character,2
Matt Miller,2
Female Reader - Character,2
Aric Jorgan,2
Alex Knight (OMC),2
Andy (OC),2
male inquisitor adaar,2
Fred Weasley,2
Marigold Kadret,2
Blackwall/Thom Rainier - Character,2
Ariadne (Inception),2
Arthur (Inception),2
Enjolras (Les Misérables),2
Rhys Trevelyan,2
Original Inquisitor Character,2
Elsie Trevelyan,2
Jonas Downer (OC),2
Female Altmer,2
Toothless (How to Train Your Dragon),2
Mara (Elder Scrolls),2
Peter Hale,2
A cat,2
Iona's daughter,2
Saros Lavellan,2
Templar!Carver - Character,2
Zazikel,2
Howland Reed,2
Nero,2
Ferox,2
Folke (OC),2
Dalish Mage,2
Human Noble,2
Arlan Valdene,2
The Bulls Chargers,2
Asexual Solas - Character,2
Ace Solas - Character,2
Minor Blackwall,2
Original Kossith Character(s),2
Female Elf Mage Warden,2
Catelyn Lavellan,2
Milliara Lavellan,2
F! Trevelyan,2
finan lavellan,2
Lord Guy,2
Dragon Age OC,2
Amaryllis Lavellan,2
Maker's Bark,2
Alessa Lavellan,2
Lavellan Inquisitor - Character,2
Joanna Amell (OC),2
Ireth Falassion,2
Kiera Lavellan (OC),2
Llewellyn Mearna,2
Sophia Dale,2
Artemis Crock,2
Roy Harper,2
Clone Roy Harper,2
"Virgil ""Static"" Hawkins",2
Jaime Reyes,2
Bart Allen,2
Lawrence Crock,2
Jade Nguyen,2
Evelyn Cousland,2
Lorkhan,2
Idgrod Ravencrone,2
Falion,2
Peryite,2
Other Character Appearances,2
Non-Inquisitor Female Adaar,2
Wally West,2
Tim Drake,2
J'onn J'onzz,2
Clark Kent,2
Elida Trevelyan (Original Female Character),2
Bjorn Trevelyan (Original Male Character),2
Do Kyungsoo | D.O,2
Jackson Wang,2
Hanal'ghilan,2
Sentinel Elf | Elves (Dragon Age),2
Vayne Carudas Solidor,2
Kathlyn Hawke,2
Tidus,2
Bethany (Dragon Age),2
Denarius (Dragon Age),2
Belladonna,2
Opal (Avatar),2
Maya (Borderlands),2
Peridot (Steven Universe),2
Fran,2
Camilla (Fire Emblem),2
Culen Rutherford,2
original child character,2
mentions of other canon characters,2
isabela's crew,2
Druffy,2
Helen Cho,2
Betty Ross,2
Imhotep (The Mummy),2
Val Brosca,2
rest of the DA2 crew,2
Inquistor,2
rio lavellan,2
OC Trevelyans,2
Teddy Altman (Young Avengers),2
Faith,2
Sutherland's Company,2
Harkon,2
Forsworn - Character,2
Muiri,2
Valerica,2
Durnehviir,2
Falmer,2
Larius (Dragon Age),2
Ahya Lavellan,2
Esme Adaar,2
Mentioned Merrill,2
Female Redguard Dovahkiin | Dragonborn,2
Sven (Elder Scrolls),2
Various Skyrim Characters,2
Eral'las Lavellan,2
Ysolda,2
Carver Hawke/Belinda Darrow,2
Warden Martin,2
Loghain Mac Tir (Mentioned),2
Quentin,2
Allure - Character,2
Aria Trevelyan - Character,2
Agents of Fen'Harel - Character,2
Nadine Trevelyan,2
Fortitude - Character,2
Rith,2
Aurelia Trevelyan,2
Ser Original Character,2
Joaquina Hawke,2
The Architect (Dragon Age),2
Mukarukan Surana,2
assorted others - Character,2
Commander Rylen,2
mentions of Cole,2
Danarius (mention),2
Nonbinary Inquisitor - Character,2
Grimm - Character,2
Samael Hawke,2
Kieran Hawke,2
Female Nerevarine - Character,2
Caesar (Fallout),2
The whole Kirkwall crew,2
Trans Cousland,2
Belle (Dragon Age),2
Flemeth/Mythal,2
Male Adaar Inquisitor,2
Master Dennett,2
Faelan Lavellan,2
Ser Wesley,2
captain Isabela (Dragon Age),2
oc female - Character,2
Aith,2
Tataru Taru,2
Estinien Wyrmblood,2
mention of,2
Claire Cousland,2
Origin neutral warden,2
Amalia (Dragon Age),2
Kitty (Dragon Age),2
Artanis Trevelyan,2
Amun Adaar,2
Camniel Lavellan,2
Original Male Hawke Character,2
The Nightmare,2
Cyrano Rideri (OC),2
Alastair,2
Merrill (Mentioned),2
Bethany (OC),2
Original Falmer Character(s),2
Rhona Lavellan,2
Trans Lavellan - Character,2
Mother Hannah,2
Queen Elissa Cousland,2
Trevelyan OCs,2
Narcissa Black Malfoy,2
Cricket the mabari,2
Skye Lavellan - Character,2
Lily Rutherford (OC),2
Various Qunari,2
Widris,2
Elizabeth Cousland,2
Hayden Hawke,2
Captain Garavel,2
Sadie Hawke,2
Garahel,2
Generic Female Inquisitor,2
The Pantheon - Character,2
pride - Character,2
Mythal (mentioned),2
Neville Longbottom,2
Mako (Avatar),2
Cyborg (Character),2
Batman,2
Groot (Marvel),2
Scott McCall (Teen Wolf),2
Isaac Lahey,2
Allison Argent,2
Hope Estheim,2
Oerba Dia Vanille,2
Toriel (Undertale),2
Undyne (Undertale),2
Flowey (Undertale),2
Frisk (Undertale),2
Alphys (Undertale),2
Dummy (Iron Man movies),2
Johnny Storm,2
High Dragon(s),2
Original Non-Warden Brosca,2
Arcturus Lavellan,2
Cassian Andor,2
Yachi Hitoka,2
Cerwynn Mahariel,2
Alinuris,2
Deygan,2
Armaas,2
Samuel,2
Colbert (Dragon Age),2
Jerrik Dace,2
Brogan Dace,2
Bulfa,2
Original Non-Inquisitor Character(s),2
Scout Harding (Dragon Age),2
Handsome Jack,2
Custom Male Hawke - Character,2
Male Templar Trevelyan,2
Eden Trevelyan,2
Requisition Officer,2
Ai Trevelyan (OC),2
Zhen Trevelyan (OC),2
The Horned Knight,2
Aderes Mahariel,2
Morris,2
Lu Zaarif,2
Josmael,2
Vashoth - Character,2
Random Scouts,2
Liam Cousland - Character,2
Female Warden (Mentioned),2
Enchanter Sini (OC),2
Ser Clancy (OC),2
Cassie Penterghast (OC),2
Dayal Lavellan,2
Delphine (Elder Scrolls),2
Esbern (Skyrim),2
Eliysium Surana,2
Donovan,2
Evil!Inquisitor,2
Moiraine Damodred,2
Female Trevelyan|Herald of Andraste (Mentioned),2
Kiara Hawke,2
Forgotten One(s),2
Rage - Character,2
Genderqueer Hawke,2
Gwen Cooper,2
DA:I Ensemble,2
Mikah Brosca,2
Coterie,2
Evie Rutherford,2
Dad!Cullen - Character,2
Maleficent,2
Male Blood Mage Hawke,2
Lale (OC),2
Özge (OC),2
Samahl Lavellan (OC),2
Xebenkeck,2
Tarohne (Dragon Age),2
Magister(s),2
Anastasia,2
Catelyn Stark,2
Miranda Hawke,2
Atisha Lavellan,2
Bossuet Laigle,2
Bahorel (Les Misérables),2
Feuilly (Les Misérables),2
Jean Valjean,2
Charlie Weasley,2
Molly Weasley,2
Arthur Weasley,2
Ginny Weasley,2
Pretty much if they were in origins they're in this,2
Eren Yeager,2
Armin Arlert,2
Mikasa Ackerman,2
Gervasio,2
solana amell,2
Adhlea Lavellan,2
Transgender Lavellan - Character,2
Sphaera Lavellan,2
El'una Lavellan,2
Hope - Character,2
Qunari Hawke,2
the rest of the gang,2
minor Nathaniel Howe,2
Female Inquisitor Adaar,2
others mentioned in passing,2
Tybalt Hawke,2
Valynne Lavellan,2
Amara Lavellan,2
Marie Trevelyan-Harrington,2
more to be tagged - Character,2
Elain Trevelyan,2
Egeire Mahariel,2
Ashelia B'nargin Dalmasca,2
Balthier,2
Larsa Ferrinas Solidor,2
Ogre - Character,2
random people,2
Wardens - Character,2
Miscellaneous Elves,2
Iliana,2
Griffin Lavellan,2
Nathanial Howe,2
everybody - Character,2
The Appraiser,2
The Augur,2
The Trevelyans,2
Maryden,2
Sarel,2
Hinata Natsu,2
Revered Mother,2
Alerion Clan,2
Gwyn Trevelyan,2
Mira Amell - Character,2
(briefly),2
Orsimer,2
Dyson (Lost Girl),2
Trick (Lost Girl),2
Leandra Tethras,2
Anthony Tethras,2
Thom Rainer - Character,2
The Regular Cast of Dragon Age Inquisition,2
Templar Hawke - Character,2
Franklin Delano Donut,2
Kaikaina Grif | Sister,2
Original Non-Warden Mahariel(s),2
Non-Lavellan Elvhen Inquisitor,2
Wynn,2
Tyrvar Lavellan,2
Mila Hawke,2
The whole party,2
Kell,2
Rainier,2
Rasaan,2
Alanna Lavellan,2
Quentin Holt,2
lydia hawke,2
Calandriel Aurealin,2
Alec Trevelyan,2
Chancellor Amell - Character,2
Bosmer,2
Cassandra (mention),2
Assorted Dragon Age Characters,2
Sherry Birkin,2
Jake Muller,2
Tamassran(s),2
Eirian Lavellan,2
Adam Rutherford,2
Lea Surana,2
Various Grey Wardens,2
Kid OC,2
Talitha Cousland,2
Llewelyn Lavellan,2
Sereda Aeducan,2
Tsukino Usagi | Sailor Moon,2
Leia Organa,2
Steven Universe,2
Marissa Hawke,2
Female Trevelyan's Family,2
Kaim Lavellan,2
Malyse Rutherford,2
Paige Rutherford,2
Sierra Pavus,2
Xander Harris,2
Kaethalis Lostsight,2
OC: Osanna,2
Donald Trump,2
Ohgren,2
Visena Lavellan,2
Lyna Tabris,2
Yvette Trevelyan,2
Lyna,2
Yvette,2
Male Rogue Cousland,2
Iron Bull's Chargers,2
Female My Unit | Avatar (Fire Emblem: Fates),2
Tactician (Fire Emblem),2
Aqua | Azura,2
Various Inquisition Characters,2
The Outsider (Dishonored),2
Ice King | Simon Petrikov,2
Kepi Lavellan,2
Too Many To List,2
Female Kader,2
Warden Commander Clarel,2
Circinae Hawke,2
Pesky Nobles,2
demon inquisitor,2
ser pounce a lot,2
Ajani Tabris,2
Avvar Clan,2
Own characters,2
Inquisition Scout,2
Genevieve Trevelyan - Character,2
Havae Lavellan,2
Nug(s),2
Lilla Taura,2
Elias Amell,2
Pike,2
Lady Dowager Trevelyan,2
Kirkwall - Character,2
Pryce (Dragon Age),2
Nessa,2
sarcastic!Hawke,2
Mirre Lavellan,2
Elanwen Mahariel,2
ED-E,2
Rose of Sharon Cassidy,2
Nimia Surana,2
Ennoshita Chikara,2
Drunk Alistair (Dragon Age) - Character,2
Solas/Fen'Harel,2
Karaas Adaar,2
Soren Adaar,2
Kamali Adaar,2
Marjani Adaar,2
Neela Adaar,2
Thalia Lavellan,2
Female Trevelyan of Color,2
various cameos,2
Laela Trevelyan,2
Michimiya Yui,2
Tanaka Saeko,2
Others to be added - Character,2
Kos,2
Devon,2
Evelyn's Parents,2
Fae Lavellan,2
Faora Lavellan,2
Heir (Dragon Age),2
Templar Drass,2
osiris lavellan,2
Matilda Trevelyan,2
Niklaus Trevelyan,2
Mage Amell,2
Astlyr Adaar,2
Seanan Hawke,2
Nara Cadash,2
mentions of Cassandra,2
markus theirin,2
haddie poll,2
Gabrielle the nightingale - Character,2
Bhelen,2
Alistar,2
Julvian Hawke,2
Da'len,2
arctos lathvhen,2
Human Duelist - Character,2
Elf Reaver,2
Orlesian/Free Marcher - Character,2
Bannon Tabris (OC),2
Lavellan OC,2
various Templars,2
Original Qunari Character,2
Dianisamahl Lavellan,2
Cara Trevelyan,2
Adal Helmi,2
Audra Cousland,2
Theron,2
Chantry Sisters,2
Desire - Character,2
Noodle Babies,2
Lydia (Elder Scrolls),2
The Stone,2
Regalyan D'Marcall (mentioned),2
ser barkington (mabari),2
Skoll Lavellan,2
Philip Anderson,2
Flemeth / Mythal,2
"Camelia ""Mel"" Cousland",2
Radonis,2
Vex'ahlia,2
Vax'ildan,2
Keyleth,2
Miscellaneous guards,2
