key,value
Malia Cousland,8
Catte (OC),8
Owen Amell,8
Tentacle Monster,7
Ser Morris,7
Hera Drakul,7
Martin Septim,7
oc lavellan,7
Grace Trevelyan,7
Sidony (Dragon Age),7
Original Hawke Child(ren) (Dragon Age),7
Voldrik Glavonak,7
Aerith Gainsborough,7
Seggrit (Dragon Age),7
Stitches - Character,7
Male Aeducan (Dragon Age),7
Avernus (Dragon Age),7
Red Templar(s) (Dragon Age),7
Fenris' Mother (Dragon Age),7
Orlesian Warden (Dragon Age),7
Amell Family (Dragon Age),7
Original Companion Character(s),7
Pietro Maximoff,7
Severus Snape,7
Albus Dumbledore,7
Nathan Drake,7
Kurtis Stryker,7
Male Ryder | Scott,7
Asami Sato,7
Original Minor Characters,7
Bethany Hawke (mentioned),7
Male Brosca (Dragon Age),7
Varric Tethras (Mentioned),7
Isabela (mentioned),7
Airam Surana,7
Urthemiel (Dragon Age),7
Cirilla Fiona Elen Riannon,7
Soldier: 76 | Jack Morrison,7
"Lena ""Tracer"" Oxton",7
Darkspawn Character(s) (Dragon Age),7
"Percival ""Percy"" Fredrickstein Von Musel Klossowski de Rolo III",7
Hadley (Dragon Age),7
Spirits (Character),7
Captain Garevel,7
Meraad (Dragon Age),7
Mother Giselle (Dragon Age),7
Leske,7
Dorian Pavus (mentioned),7
Sera (mentioned),7
Nan,7
Female Sole Survivor,7
Delia Cousland,7
Ashalle (Dragon Age),7
cordelia cousland,7
Eeyo Arainai,7
Brynjolf,7
Female Hero of Kvatch | Champion of Cyrodiil,7
Elves - Character,7
Geldauran,7
Isolde,7
Wisdom - Character,7
Cicero (Elder Scrolls),7
Cersei Lannister,7
Aedale Hawke,7
Gladiolus Amicitia,7
OC's,7
Jane Foster (Marvel),7
Original Male Characters,7
Sansa Stark,7
more to be added,7
Anaris (Dragon Age),7
Erlina (Dragon Age),7
Valo-raas Adaar (Inquisitor),7
Magister(s) (Dragon Age),7
Dragon,7
Anabel Hawke,7
m!Cousland,7
Iron Bull (Dragon Age),7
Anaris,7
Дориан Павус,7
Эрик Лавеллан,7
Hawen,7
Kell ap Morgan,7
Dwarf | Dwarves,7
Demons - Character,7
Nyssa,7
Alessandra Hawke,7
minor OCs,7
Rose Tyler,7
Chantry Sister(s),7
Nonbinary Inquisitor,7
Tessa Forsythia,7
Beraht,7
Female Bosmer,7
Sanga,7
Edward Kenway,7
Compassion,7
House Trevelyan,7
(mentioned),7
Bobby Singer,7
Paarthurnax,7
Rory Gilmore,7
Invictus Hawke,7
F!Lavellan,7
Alcina Cadash,7
Bijaka Lavellan,7
Elspeth Trevelyan,7
Adaar's Parents,7
Original Solas Child(ren),7
Gisele Surana,7
Nonbinary Mahariel,7
Kyra Lavellan,7
Kaeran Lavellan,7
Cillian Trevelyan,7
Original Lavellan Child(ren),7
Original City Elf Character(s),7
Cat - Character,7
jael mahariel,7
Mornemyr Lavellan,7
Knight Captain Cullen,7
Original Male Dalish Character(s),7
Ania Amell,7
Ser Perth,7
Lanaris Lavellan,7
Female Shepard,7
Taliesin (Dragon Age),7
Sky Watcher,7
Male Lavellan|Inquisitor,7
Garrett,7
Mara Surana,7
Elaine Trevelyan,7
Pride Demon,7
Archer Trevelyan,7
Nora Trevelyan,7
Caridin,7
Rage Demon,7
Bofur,7
Manuel,7
Halani Lavellan,7
Amodisia Amell,7
Dylis Cousland,7
Edrear Hawke,7
Xeress Allora Hawke,7
Rhys Lavellan,7
Torania,7
Ethan Hawke,7
Celestial Lavellan,7
Aerys Lavellan,7
Aeryn Hawke,7
Anea Lavellan,7
Amarië Lavellan,7
Karen Hawke (OC),7
Fena'dea,7
Fergus,7
Amethyne (Dragon Age),6
More to come - Character,6
Keeper Hawen,6
Luka (Dragon Age),6
Zaeed Massani,6
Rolan (Dragon Age),6
Fenarel (Dragon Age),6
Linnea (Dragon Age),6
Bevin (Dragon Age),6
Jarvia (Dragon Age),6
Liliana,6
Valendrian (Dragon Age),6
Genesis Rhapsodos,6
Rocky,6
Kaayras Adaar,6
Merlin (Merlin),6
Logan (X-Men),6
Zevran Arainai (mentioned),6
Sam Wilson (Marvel),6
Odahviing (Elder Scrolls),6
Bull,6
Lenya Mahariel - Character,6
kirkwall crew,6
Johane Harimann,6
Evelyn Trevelyn,6
Yuna (Final Fantasy X & X-2),6
Ketojan (Dragon Age),6
Harry Potter Characters,6
Frodo Baggins,6
female Hawke (mentioned) - Character,6
Keili (Dragon Age),6
Aragorn | Estel,6
The Empress,6
Ana Amari,6
Widowmaker | Amélie Lacroix,6
Deceit (Dragon Age),6
Vex'ahlia (Critical Role),6
Denam (Dragon Age),6
Commander Shepard,6
Viddasala (Dragon Age),6
Tal-Vashoth (Characters),6
Bull's Tama,6
Hakkon Wintersbreath,6
Assan Lavellan,6
Leto (Dragon Age),6
Marion Hawke,6
Echo Trevelyan,6
Ava Hawke,6
Fenris (Mentioned),6
Sketch (Dragon Age),6
Aela the Huntress,6
Original Half-Elf Character(s),6
Dumat,6
Commander Cullen Rutherford,6
Ignis Scientia,6
Spirit(s) of Valor (Dragon Age),6
Uchiha Sasuke,6
Female Bosmer Dovahkiin | Dragonborn,6
Eamon,6
others mentioned - Character,6
Zevran (Dragon Age),6
Marquise of Serault,6
Nonbinary Adaar,6
Maerwynne Trevelyan,6
Spirit(s) of Hope (Dragon Age),6
Grace,6
Leiliana,6
Grunt (Mass Effect),6
Human Inquisitor (Dragon Age),6
Fear (Dragon Age),6
Divine Beatrix,6
Genevieve (Dragon Age),6
Male Dwarf Warden,6
Cabot,6
Thenvunin,6
The Old Gods,6
Avexis,6
Ashokara,6
m!Amell,6
the whole gang,6
Frandlin Ivo,6
Original Non-Inquisitor Lavellan,6
Maurevar Carver,6
Hawke Twins - Character,6
Teithranen Lavellan - Character,6
Toph Beifong,6
Chargers - Character,6
Fem Hawke,6
Gregoir,6
Elyon Andras,6
Sylvia Hawke,6
Female Mage,6
Knight Commander Greagoir,6
Andras (Dragon Age),6
Mara Trevelyan,6
Adelin lavellan,6
Hunter Lavellan,6
Spirit(s) of Faith (Dragon Age),6
Madeleine Hawke,6
Lord Seeker Lucius,6
Molly Hooper,6
Arianni,6
Paivel,6
Original Male Qunari Character(s),6
King Alistair Theirin - Character,6
Original Magister(s),6
Gender Neutral Warden,6
Rona Lavellan,6
Dwarf Inquisitor,6
Tsukishima Kei,6
Yamaguchi Tadashi,6
Kageyama Tobio,6
Other Characters Mentioned,6
Talibah Cadash,6
Seren Hawke,6
npcs,6
Original Female Avvar Character(s),6
Storvacker,6
Idunna (Dragon Age),6
Ayr Lavellan,6
Amaris Lavellan,6
Dagon Vashoth,6
Ashera,6
King of Ferelden,6
Knight-Commander Gregoir,6
Child - Character,6
Karashok,6
Neria,6
Sara,6
Rogue Cadash,6
June Surana,6
and their son,6
Xenon,6
Bree Lavellan,6
Rhachalle Lavellan (OC),6
Mage OC,6
Female Desire Demon,6
Romulus,6
Legolas,6
Tauriel,6
Elrond,6
Ruck,6
Ismat Adaar,6
F!Amell,6
Risa Aeducan,6
Owain,6
Finn,6
Ria Hawke,6
Melody Hawke,6
Adelaide Hawke,6
Byrne Hawke,6
Emanuel Surana,6
Alistiar,6
Joran Tabris,6
Valo-Kas Mercenaries,5
Katari (Dragon Age),5
Male Shepard,5
Jacob Taylor,5
everyone else,5
Pol (Dragon Age),5
Elan Ve'mal,5
Armitage Hux,5
Female Amell (mentioned),5
Death (Harry Potter),5
Sentinel(s) (Dragon Age),5
Rhys (Borderlands),5
The Trevelyan Family,5
Lady Elegant (Dragon Age),5
Will Graham,5
Female Lavellan Inquisitor,5
Elvhen God(s) (Dragon Age),5
Aveline (Dragon Age),5
Ritts (Dragon Age),5
Craig Boone,5
Stephen Strange,5
Remy LeBeau,5
Felsi (Dragon Age),5
Kestrel Lavellan,5
Minerva McGonagall,5
Lightning (Final Fantasy XIII),5
Anakin Skywalker,5
Diana (Wonder Woman),5
Lara Croft,5
Warden Stroud,5
Loki,5
Jaime Lannister,5
Female Nord Dovahkiin | Dragonborn,5
Boromir (Son of Denethor II),5
Sam Gamgee,5
Pippin Took,5
Galadriel | Artanis,5
Shartan (Dragon Age),5
Vax'ildan (Critical Role),5
Assorted OCs,5
Blue Hawke - Character,5
Original Female Dwarf Character(s),5
Nightmare - Character,5
Dworkin Glavonak,5
Herald of Andraste - Character,5
House Trevelyan (Dragon Age),5
Adair Lavellan,5
Rage Demon(s) (Dragon Age),5
Tairinn Trevelyan,5
nichole trevelyan,5
Salem Cousland,5
Cousland Family (Dragon Age),5
Daenerys Targaryen,5
Hermaeus Mora,5
Sheogorath (Elder Scrolls),5
Cassandra Pentaghast (mentioned),5
Tristan Amell,5
Sabah Hawke,5
Mara Hawke - Character,5
and others - Character,5
Midoriya Izuku,5
Daern'thal,5
Samus Aran,5
Vestalus Pentaghast,5
"Cremisius ""Krem"" Aclassi's Father",5
Thorin's Company,5
Other Characters,5
Sarya Lavellan,5
Original Adaar Child(ren),5
Tug (Dragon Age),5
Vilkas,5
Seanna (Dragon Age),5
Maria Hill,5
multiple OCs,5
Movran the Under,5
Alissa Amell,5
Elizabeth Trevelyan,5
Aristide Amell,5
Prompto Argentum,5
Kuroo Tetsurou,5
Sawamura Daichi,5
Non-binary Lavellan,5
Zither (Dragon Age),5
Ashlinn Cousland,5
Mackenzie Hawke,5
Bunny (Dragon Age),5
Alfstanna (Dragon Age),5
Thor,5
Emma Swan,5
Asala Adaar,5
Vir Lavellan,5
Dulci de Launcet,5
Yavana,5
and more,5
Miriel Lavellan,5
Original Altmer Character(s),5
Zack Fair,5
M!Lavellan,5
Blades of Hessarian (Characters),5
Zevran Aranai,5
Moira Cousland,5
Female Ryder | Sara,5
Arno Dorian,5
Original D&D Character(s),5
Gilmore (Dragon Age),5
Brennan,5
Larius,5
Vashoth (Characters),5
Sloth Demon(s) (Dragon Age),5
Lyra Hawke,5
Vivenne of Cavall,5
Swivet (a nug),5
Katsuki Yuuri,5
Victor Nikiforov,5
Ashokara (OC),5
Hawke Family (Dragon Age),5
Lokil Lavellan,5
Telana (Dragon Age),5
Original Spirit Character(s),5
Elera Lavellan,5
The Inner Circle,5
The Hero of Ferelden,5
Female Desire Demon(s) (Dragon Age),5
Annie Hawke,5
Beorn,5
Kieris Mahariel,5
Peaches (Dragon Age),5
Crowley (Supernatural),5
Despair Demon(s) (Dragon Age),5
Male Warrior Mahariel,5
Katara (Avatar),5
mentions of Leliana,5
"Cremisius ""Krem"" Aclassi's Mother",5
Arl Howe,5
Colette (Dragon Age),5
Drass (Dragon Age),5
Godwin (Dragon Age),5
Yves Montilyet,5
Templar Carver - Character,5
Iskander,5
Venatori - Character,5
Meredith Stannard (mentioned),5
Original Female Altmer Character(s),5
Aili Lavellan,5
Rona Norgreen,5
Fade Demon(s),5
Imshael,5
Cassandra Penteghast,5
Inquisition - Character,5
Silas Lavellan,5
literally everyone,5
Mages (Character),5
Original Non-Inquisitor Trevelyan,5
Female City Elf,5
Avvar (Characters),5
The Maker,5
Warden Commander Tabris,5
duncan (mentioned),5
Dick Grayson,5
Sara | Sarah,5
Lambert van Reeves,5
Pangara Lavellan,5
Caronel,5
Valya,5
Emeric,5
Janar,5
Anastasia Cousland,5
Skyhold - Character,5
Bosmer Dovahkiin | Dragonborn,5
Taliesin,5
Asha Trevelyan,5
Lyla Mahariel,5
Lady Landra,5
Female Mage Mahariel,5
Male Warrior Cousland,5
OC - Valina Voclain,5
Asari,5
Adaar Family,5
Nonbinary Brosca,5
Archdemon(s),5
Anso,5
The Messenger,5
Keela Lavellan,5
Cutie - Character,5
Anders' Manifesto,5
Diplomatic Hawke - Character,5
Hinata Shouyou,5
Tanaka Ryuunosuke,5
Takeda Ittetsu,5
Rogue Mahariel,5
Fairbanks,5
Saarebas Adaar,5
Aura (Dragon Age),5
Bard,5
Gabriel Trevelyan,5
Male Rogue Adaar,5
Keeper Istimaethoriel,5
Auntie Lavellan,5
Mentions of Alistair,5
ellana,5
Felix Pavus,5
Alva Brosca,5
Arik Lavellan,5
Lia (Dragon Age),5
Sulahn'nehn Lavellan,5
Arvaarad,5
Titus Trevelyan,5
Parivell Lavellan,5
Papa!Franken!Solas,5
Alris Lavellan,5
Kaeto Adaar,5
Calpernia,5
Seamus Dumar,5
Maryden the bard,5
Momvellan,5
Elena Trevelyan,5
Cerberus (Mabari),5
Pride (Character),5
various - Character,5
evelyn B trevelyan,5
Brynskuld Aeducan,5
dark!Solas - Character,5
Inkuudi Adaar,5
Ghewen Lavellan,5
Atticus Trevelyan,5
Harlow Trevelyan - Character,5
Sylvie Forester,5
Cael Mahariel,5
Viktoriea Trevelyan,5
Fade Spirit,5
Marianna Hawke,5
mentions of others,5
Roland Gilmore,5
Bella,5
Ambiguous Inquisitor - Character,5
Rynne Trevelyan,5
Maebh Hawke,5
jehrin trevelyan,5
Gry Hawke,5
Era Lavellan - Character,5
The Dalish,5
Althea Hawke,5
Dori,5
Bifur,5
Bombur,5
Glóin,5
Elder Valendrian,5
Ned Cousland,5
Authiel Lavellan,5
Elsa (Frozen),5
Aislyr Lavellan,5
Tal-Vashoth - Character,5
Aslinn,5
Farrell Hawke,5
Shag,5
Argent (Dragon Age),4
Kathryn Janeway,4
Original Khajiit Character(s),4
Original Casteless Dwarf Character(s),4
Fog Warrior(s) (Dragon Age),4
Felix,4
Clemence (Dragon Age),4
Grey Warden(s) (Dragon Age),4
Venatori Character(s) (Dragon Age),4
Alarith (Dragon Age),4
Fairbanks (Dragon Age),4
Robb Stark,4
Rowan Lavellan,4
Donna Noble,4
Hawen (Dragon Age),4
Kid Inquisitor - Character,4
grim - Character,4
Male Sole Survivor,4
Zathrian (Dragon Age),4
Vilkas (Elder Scrolls),4
Bogdan Vasca,4
Elvhen (Dragon Age),4
Charles Xavier,4
Vasaad (Dragon Age),4
Steven Hackett,4
The Formless One (Dragon Age),4
Apostate(s) (Dragon Age),4
Female Courier,4
Vision (Marvel),4
Aiden Cousland,4
Cloud Strife,4
Tifa Lockhart,4
Tidus (Final Fantasy X),4
Shiro (Voltron),4
Qui-Gon Jinn,4
Male Inquisition Soldier(s) (Dragon Age),4
etc.,4
Athena (Borderlands),4
noure surana,4
Various Others,4
Ihrá Lavellan,4
Elrond Peredhel,4
Gimli (Son of Glóin),4
Merry Brandybuck,4
Ralof,4
"Aleksandra ""Zarya"" Zaryanova",4
Malcolm Hawke (mentioned),4
Das Davarris,4
Nan (Dragon Age),4
Nadami Cabrero Arainai,4
Keyleth (Critical Role),4
Scanlan Shorthalt,4
Niro Surana,4
Lord Harimann,4
Tom Riddle,4
Vivenne,4
All of Them,4
Rozellene Chambreterre,4
Red Hawke - Character,4
Female Breton Dovahkiin | Dragonborn,4
All Companions,4
The Augur (Dragon Age),4
The Iron Bull (mentioned),4
Rutherford Family,4
Kestrel Ariyah (OC),4
Rylie Camerloch (OC),4
Josephine Montiliyet,4
Kassandra (Assassin's Creed),4
Dragon Age cast - Character,4
Fog Warrior(s),4
Dante the Mabari,4
Idhren Lavellan,4
Amund - Character,4
Forgotten Ones - Character,4
Rory Hawke (OC),4
Yennefer z Vengerbergu | Yennefer of Vengerberg,4
Sky Watcher (Dragon Age),4
my oc,4
Keenan (Dragon Age),4
Kim Taehyung | V,4
Kim Seokjin | Jin,4
Solavellan - Character,4
Ser Mettin (Dragon Age),4
Adam Jensen,4
Eylarra Trevelyan,4
Iwyn Lavellan,4
Aveline Vallen (mentioned),4
Finn Lavellan - Character,4
Aili,4
Original Adaar Child(ren) (Dragon Age),4
James T. Kirk,4
Rick Grimes,4
Baby Rutherford,4
"Maxine ""Max"" Caulfield",4
mentions of anders,4
Katarina Amell,4
Johnny Gat,4
Liana Lavellan (Inquisitor),4
Asaara Adaar,4
Aqua (Kingdom Hearts),4
Malcom Hawke,4
Jaina Proudmoore,4
Syl'i've'la Lavellan,4
Haruno Sakura,4
Mary Morstan,4
Marian,4
Valerie Trevelyan,4
Legion (Mass Effect),4
Dragon Age: Origins - Awakening Companions,4
Ameridan,4
Skyhold Staff,4
Kaariss,4
Beraht (Dragon Age),4
Natasha Romanoff,4
Castiel,4
Macsen Surana,4
Lots of OCs,4
Adair Trevelyan,4
Keith (Voltron),4
Tranquil (Characters),4
Non-Inquisitor OC - Character,4
Felan Lavellan,4
Dana Scully,4
Peggy Carter,4
Male Lone Wanderer,4
Kylo Ren,4
Sole Survivor (Fallout),4
John-117 | Master Chief,4
Dairren (Dragon Age),4
Freya Lavellan,4
Angeal Hewley,4
John Hancock (Fallout),4
Orignal Characters,4
Anders' Father,4
Ilsa Tethras,4
Zevran (mentioned),4
red templar,4
Tali'Zorah vas Normandy,4
Javik (Mass Effect),4
Vetra Nyx,4
Erik Lehnsherr,4
Arya Stark,4
Lysas,4
Victoria Hawke,4
Spirit(s) of Wisdom (Dragon Age),4
Selene - OC,4
Tamlen (mentioned),4
Tomwise (Dragon Age),4
Fateless One (Kingdoms of Amalur),4
Ogren,4
Bregan (Dragon Age),4
Dragons - Character,4
Morrigan Hawke,4
Darian Tabris,4
Alarion,4
Alarion Lavellan,4
Dellis Trevelyan,4
Hatake Kakashi,4
Alfstanna,4
Thancred,4
Uthvir - OC,4
Thenvunin - OC,4
Niamh Lavellan,4
Miriel (OC),4
Darevas (OC),4
The Forbidden Ones (Dragon Age),4
The Elven Gods,4
Sigrid Guldsdotten,4
Eluvian,4
Taelan Lavellan,4
Ana - OC,4
Venavismi - OC,4
Steven the Cook,4
Sidni Cadash,4
Leonard McCoy,4
Female Revan (Star Wars),4
Rascón Cadash (Inquisitor),4
Templar Bran,4
Male Courier,4
Kurosaki Ichigo,4
Nathaniel Howe (mentioned),4
Sora (Kingdom Hearts),4
The Whole Gang really,4
Tentacle Creature,4
Athena Trevelyan,4
athras,4
Jo Harvelle,4
Elisara Tarael Lavellan,4
Minne,4
Aiden Lavellan,4
Children - Character,4
Other DA Characters,4
Petra,4
Aegis the Mabari - Character,4
Hugh (Dragon Age),4
Hawke (Mentioned),4
Karasaad,4
Moira,4
Aria T'Loak,4
Female Warrior Mahariel,4
Jeven,4
hero of fereldan,4
Felix Amell,4
Evelia Trevelyan,4
Echo Harper,4
Artemis Trevelyan,4
Bridget Tabris,4
Guillaume de Launcet,4
Knight-Captain Briony,4
Mage!Hawke,4
Eliane Bryland,4
Leandaros Surana,4
Iron Bull - Mentioned,4
Pinga Lavellan,4
Regan Cousland,4
Regan Trevelyan,4
Luna Lovegood,4
Katherine Hawke,4
Sulahn Lavellan,4
Hawk,4
Santa Claus,4
Elyssa Cousland,4
Jasper Lavellan,4
Ophelia Trevelyan,4
meraad adaar,4
Male Desire Demon(s) (Dragon Age),4
Mabari Puppy | Puppies,4
Original hawke,4
Fanatics - Character,4
Khedira Lavellan,4
Eliezer Hawke,4
Non-binary Inquisitor - Character,4
Jackson Whittemore,4
Remus Lupin,4
Snow Villiers,4
Chuckles,4
Emile de Launcet,4
Champion of Kirkwall - Character,4
Alexander Trevelyan - Character,4
Lord Seeker Lambert,4
Lyla Lavellan,4
OC female inquisitor,4
Female Lavellan (mentioned),4
Bann Esmerelle,4
Female Fateless One (Kingdoms of Amalur),4
Various Other Characters,4
Nissa Lavellan,4
Eldarion Surana,4
Starfire,4
Link (Legend of Zelda),4
Reimas,4
Natasha Romanova,4
Billy Kaplan,4
mentions of Solas,4
Hadvar,4
Mentioned Fenris - Character,4
Seeker(s) of Truth,4
Scout Lace Harding,4
Kelandris Trevelyan,4
Nightingale,4
Original Character/s - Character,4
Gabriel (Supernatural),4
Taka Trevelyan,4
Drysia Lavellan,4
Mother Petrice,4
Mentions of Sera,4
Malcolm,4
Warrior Adaar,4
Original Non-Warden Aeducan(s),4
Piras Surana (OC),4
female dwarf Inquisitor,4
Everyone Eventually,4
Thea Cousland,4
Peter Quill,4
Sans (Undertale),4
Azumane Asahi,4
Shimizu Kiyoko,4
Mithra,4
Hurlock Vanguard,4
Katra Hawke,4
Cooper Hawke,4
Livia Alexius,4
Arigena,4
Danarius (mentioned),4
Spirit of Compassion,4
Amelle Hawke,4
Awakening Crew,4
Ianto Jones,4
Thalon Lavellan,4
Clint Hawke,4
hawke's mabari,4
Ser Varnell,4
dreadwolf,4
Warrior Warden (Dragon Age),4
Bo (Lost Girl),4
Fog Warriors - Character,4
Serena Hawke,4
Aneirin,4
Tamsin Lavellan,4
Ithilvhen Lavellan,4
Da'nehn Lavellan,4
Cast of DA2,4
Vivien Hawke,4
Pike Trickfoot,4
Verrana Cousland,4
lelliana,4
Kerah Adaar,4
Asta Trevelyan,4
Non-binary Hawke,4
Papa!Solas - Character,4
Da'vhenan,4
feynite,4
Ionna Lavellan,4
Ukai Keishin,4
DAI Ensemble,4
Jathrin Lavellan,4
Ferion Lavellan,4
Baby - Character,4
Adria Hawke,4
Leliana (mention) - Character,4
Jean-Esmeral,4
Sarren Mahariel,4
Rina (OC),4
Dwarves - Character,4
Sally Donovan,4
Castillon - Character,4
and their children - Character,4
America (Hetalia: Axis Powers),4
Ghost Lavellan,4
Neri (OC),4
Alma Tabris,4
Cillian,4
Elva,4
Coria Lavellan,4
Hessarian,4
Rogue Adaar,4
Knight Captain Rylen - Character,4
Inquisitor Levellan,4
Rook Brosca,4
Flidais Lavellan,4
the Kirkwall Gang,4
Feray Lavellan,4
Fear Demon,4
Aurora Trevelyan,4
Ariette Trevelyan,4
Ellya Lavellan,4
Female Adaar Inquisitor,4
Feniradel Lavellan,4
Rowan Trevelyan,4
Viktor Trevelyan,4
Gilraena Lavellan,4
Anaris (Dragon Age: Inquisition),4
Scout Lavellan,4
Blood Mage Hawke - Character,4
Aysunn Adaar,4
nobles,4
Vol Lavellan,4
Jayde Trevelyan,4
Nori (Tolkien),4
Óin,4
Flynn Ansari,4
Val'Aishlym Lavellan,4
Nori,4
Devin Hawke,4
Dragon Age Inquisition Ensemble,4
Madera Lavellan,4
Meria Lavellan,4
Killer Hawke - Character,4
Sorcha Hawke,4
Orlesian High Warden,4
Blood Mage - Character,4
Dwyn,4
Serena Cousland,4
Maric,4
Rolan,4
Arden Hawke,4
Lils,4
Laica Friel,4
Ingva Brosca,4
Ariqun,4
Karasten,4
Cara Mason,4
Viddathari - Character,4
Others Supporting,4
Right Brosca,4
Teyrn Loghain Mac Tir,4
Cousland (PC),4
MGIT - Character,3
Knight-Captain Hadley,3
Ellendra (Dragon Age),3
Loranil (Dragon Age),3
Celene (Dragon Age),3
Kaiden Alenko,3
Farkas,3
Lysas (Dragon Age),3
Aquinea Pavus,3
Khajiit Dovahkiin | Dragonborn,3
Female Khajiit Dovahkiin | Dragonborn,3
Onmund (Elder Scrolls),3
Amund (Dragon Age),3
