date,value
05 Mar 2016,27
04 Mar 2016,26
03 Mar 2016,24
02 Mar 2016,37
01 Mar 2016,25
29 Feb 2016,47
28 Feb 2016,21
27 Feb 2016,23
26 Feb 2016,31
25 Feb 2016,26
24 Feb 2016,20
23 Feb 2016,21
22 Feb 2016,37
21 Feb 2016,22
20 Feb 2016,32
19 Feb 2016,24
18 Feb 2016,35
17 Feb 2016,29
16 Feb 2016,30
15 Feb 2016,40
14 Feb 2016,58
13 Feb 2016,30
12 Feb 2016,26
11 Feb 2016,25
10 Feb 2016,28
09 Feb 2016,33
08 Feb 2016,39
07 Feb 2016,36
06 Feb 2016,41
05 Feb 2016,23
04 Feb 2016,22
03 Feb 2016,24
02 Feb 2016,23
01 Feb 2016,33
31 Jan 2016,47
30 Jan 2016,35
29 Jan 2016,26
28 Jan 2016,32
27 Jan 2016,34
26 Jan 2016,37
25 Jan 2016,41
24 Jan 2016,18
23 Jan 2016,38
22 Jan 2016,39
21 Jan 2016,29
20 Jan 2016,35
19 Jan 2016,36
18 Jan 2016,34
17 Jan 2016,41
16 Jan 2016,39
15 Jan 2016,29
14 Jan 2016,35
13 Jan 2016,40
12 Jan 2016,28
11 Jan 2016,32
10 Jan 2016,36
09 Jan 2016,40
08 Jan 2016,35
07 Jan 2016,35
06 Jan 2016,37
05 Jan 2016,52
04 Jan 2016,45
03 Jan 2016,44
02 Jan 2016,44
01 Jan 2016,41
31 Dec 2015,39
30 Dec 2015,36
29 Dec 2015,32
28 Dec 2015,39
27 Dec 2015,25
26 Dec 2015,47
25 Dec 2015,41
24 Dec 2015,52
23 Dec 2015,36
22 Dec 2015,37
21 Dec 2015,45
20 Dec 2015,38
19 Dec 2015,52
18 Dec 2015,39
17 Dec 2015,29
16 Dec 2015,51
15 Dec 2015,47
14 Dec 2015,38
13 Dec 2015,49
12 Dec 2015,40
11 Dec 2015,26
10 Dec 2015,35
09 Dec 2015,24
08 Dec 2015,35
07 Dec 2015,47
06 Dec 2015,47
05 Dec 2015,37
04 Dec 2015,43
03 Dec 2015,44
02 Dec 2015,43
01 Dec 2015,40
30 Nov 2015,49
29 Nov 2015,55
28 Nov 2015,30
27 Nov 2015,26
26 Nov 2015,17
25 Nov 2015,22
24 Nov 2015,34
23 Nov 2015,45
22 Nov 2015,31
21 Nov 2015,30
20 Nov 2015,28
19 Nov 2015,35
18 Nov 2015,31
17 Nov 2015,41
16 Nov 2015,40
15 Nov 2015,39
14 Nov 2015,33
13 Nov 2015,41
12 Nov 2015,31
11 Nov 2015,29
10 Nov 2015,67
09 Nov 2015,37
08 Nov 2015,48
07 Nov 2015,27
06 Nov 2015,34
05 Nov 2015,27
04 Nov 2015,39
03 Nov 2015,48
02 Nov 2015,44
01 Nov 2015,49
31 Oct 2015,53
30 Oct 2015,48
29 Oct 2015,34
28 Oct 2015,29
27 Oct 2015,44
26 Oct 2015,47
25 Oct 2015,43
24 Oct 2015,50
23 Oct 2015,36
22 Oct 2015,31
21 Oct 2015,41
20 Oct 2015,28
19 Oct 2015,41
18 Oct 2015,63
17 Oct 2015,44
16 Oct 2015,37
15 Oct 2015,41
14 Oct 2015,33
13 Oct 2015,28
12 Oct 2015,52
11 Oct 2015,58
10 Oct 2015,33
09 Oct 2015,53
08 Oct 2015,36
07 Oct 2015,43
06 Oct 2015,24
05 Oct 2015,30
04 Oct 2015,51
03 Oct 2015,39
02 Oct 2015,31
01 Oct 2015,38
30 Sep 2015,36
29 Sep 2015,48
28 Sep 2015,38
27 Sep 2015,64
26 Sep 2015,39
25 Sep 2015,41
24 Sep 2015,31
23 Sep 2015,47
22 Sep 2015,49
21 Sep 2015,53
20 Sep 2015,49
19 Sep 2015,41
18 Sep 2015,65
17 Sep 2015,49
16 Sep 2015,46
15 Sep 2015,57
14 Sep 2015,65
13 Sep 2015,71
12 Sep 2015,51
11 Sep 2015,49
10 Sep 2015,61
09 Sep 2015,58
08 Sep 2015,32
07 Sep 2015,35
06 Sep 2015,37
05 Sep 2015,41
04 Sep 2015,102
03 Sep 2015,54
02 Sep 2015,37
01 Sep 2015,33
31 Aug 2015,41
30 Aug 2015,34
29 Aug 2015,40
28 Aug 2015,22
27 Aug 2015,38
26 Aug 2015,37
25 Aug 2015,29
24 Aug 2015,45
23 Aug 2015,40
22 Aug 2015,31
21 Aug 2015,42
20 Aug 2015,25
19 Aug 2015,40
18 Aug 2015,40
17 Aug 2015,37
16 Aug 2015,42
15 Aug 2015,39
14 Aug 2015,42
13 Aug 2015,56
12 Aug 2015,38
11 Aug 2015,48
10 Aug 2015,42
09 Aug 2015,49
08 Aug 2015,40
07 Aug 2015,25
06 Aug 2015,31
05 Aug 2015,17
04 Aug 2015,38
03 Aug 2015,42
02 Aug 2015,29
01 Aug 2015,35
31 Jul 2015,34
30 Jul 2015,46
29 Jul 2015,45
28 Jul 2015,51
27 Jul 2015,43
26 Jul 2015,43
25 Jul 2015,31
24 Jul 2015,33
23 Jul 2015,41
22 Jul 2015,45
21 Jul 2015,48
20 Jul 2015,45
19 Jul 2015,45
18 Jul 2015,39
17 Jul 2015,35
16 Jul 2015,44
15 Jul 2015,50
14 Jul 2015,65
13 Jul 2015,35
12 Jul 2015,29
11 Jul 2015,39
10 Jul 2015,31
09 Jul 2015,44
08 Jul 2015,39
07 Jul 2015,34
06 Jul 2015,51
05 Jul 2015,37
04 Jul 2015,43
03 Jul 2015,52
02 Jul 2015,32
01 Jul 2015,20
30 Jun 2015,40
29 Jun 2015,35
28 Jun 2015,38
27 Jun 2015,42
26 Jun 2015,29
25 Jun 2015,31
24 Jun 2015,46
23 Jun 2015,29
22 Jun 2015,43
21 Jun 2015,36
20 Jun 2015,26
19 Jun 2015,26
18 Jun 2015,36
17 Jun 2015,22
16 Jun 2015,33
15 Jun 2015,39
14 Jun 2015,30
13 Jun 2015,31
12 Jun 2015,21
11 Jun 2015,25
10 Jun 2015,27
09 Jun 2015,40
08 Jun 2015,30
07 Jun 2015,34
06 Jun 2015,41
05 Jun 2015,28
04 Jun 2015,36
03 Jun 2015,37
02 Jun 2015,46
01 Jun 2015,44
31 May 2015,51
30 May 2015,30
29 May 2015,50
28 May 2015,25
27 May 2015,35
26 May 2015,36
25 May 2015,49
24 May 2015,49
23 May 2015,24
22 May 2015,33
21 May 2015,38
20 May 2015,36
19 May 2015,26
18 May 2015,36
17 May 2015,39
16 May 2015,34
15 May 2015,35
14 May 2015,52
13 May 2015,50
12 May 2015,38
11 May 2015,40
10 May 2015,44
09 May 2015,38
08 May 2015,34
07 May 2015,41
06 May 2015,38
05 May 2015,51
04 May 2015,52
03 May 2015,45
02 May 2015,45
01 May 2015,44
30 Apr 2015,38
29 Apr 2015,32
28 Apr 2015,35
27 Apr 2015,31
26 Apr 2015,59
25 Apr 2015,46
24 Apr 2015,34
23 Apr 2015,38
22 Apr 2015,34
21 Apr 2015,48
20 Apr 2015,38
19 Apr 2015,65
18 Apr 2015,46
17 Apr 2015,32
16 Apr 2015,50
15 Apr 2015,43
14 Apr 2015,35
13 Apr 2015,48
12 Apr 2015,47
11 Apr 2015,35
10 Apr 2015,44
09 Apr 2015,56
08 Apr 2015,30
07 Apr 2015,40
06 Apr 2015,74
05 Apr 2015,48
04 Apr 2015,39
03 Apr 2015,40
02 Apr 2015,45
01 Apr 2015,41
31 Mar 2015,51
30 Mar 2015,47
29 Mar 2015,60
28 Mar 2015,47
27 Mar 2015,42
26 Mar 2015,60
25 Mar 2015,54
24 Mar 2015,39
23 Mar 2015,49
22 Mar 2015,47
21 Mar 2015,54
20 Mar 2015,39
19 Mar 2015,39
18 Mar 2015,51
17 Mar 2015,47
16 Mar 2015,72
15 Mar 2015,47
14 Mar 2015,39
13 Mar 2015,45
12 Mar 2015,38
11 Mar 2015,48
10 Mar 2015,46
09 Mar 2015,41
08 Mar 2015,53
07 Mar 2015,49
06 Mar 2015,46
05 Mar 2015,39
04 Mar 2015,45
03 Mar 2015,38
02 Mar 2015,46
01 Mar 2015,59
28 Feb 2015,53
27 Feb 2015,35
26 Feb 2015,39
25 Feb 2015,35
24 Feb 2015,44
23 Feb 2015,39
22 Feb 2015,55
21 Feb 2015,40
20 Feb 2015,46
19 Feb 2015,54
18 Feb 2015,31
17 Feb 2015,50
16 Feb 2015,51
15 Feb 2015,61
14 Feb 2015,62
13 Feb 2015,27
12 Feb 2015,31
11 Feb 2015,39
10 Feb 2015,35
09 Feb 2015,43
08 Feb 2015,42
07 Feb 2015,48
06 Feb 2015,59
05 Feb 2015,46
04 Feb 2015,52
03 Feb 2015,35
02 Feb 2015,47
01 Feb 2015,33
31 Jan 2015,46
30 Jan 2015,34
29 Jan 2015,32
28 Jan 2015,38
27 Jan 2015,53
26 Jan 2015,39
25 Jan 2015,45
24 Jan 2015,40
23 Jan 2015,38
22 Jan 2015,19
21 Jan 2015,32
20 Jan 2015,36
19 Jan 2015,33
18 Jan 2015,51
17 Jan 2015,31
16 Jan 2015,47
15 Jan 2015,38
14 Jan 2015,40
13 Jan 2015,47
12 Jan 2015,29
11 Jan 2015,35
10 Jan 2015,40
09 Jan 2015,41
08 Jan 2015,44
07 Jan 2015,28
06 Jan 2015,40
05 Jan 2015,30
04 Jan 2015,80
03 Jan 2015,34
02 Jan 2015,49
01 Jan 2015,48
31 Dec 2014,48
30 Dec 2014,50
29 Dec 2014,38
28 Dec 2014,43
27 Dec 2014,44
26 Dec 2014,24
25 Dec 2014,37
24 Dec 2014,27
23 Dec 2014,37
22 Dec 2014,38
21 Dec 2014,26
20 Dec 2014,35
19 Dec 2014,37
18 Dec 2014,44
17 Dec 2014,40
16 Dec 2014,34
15 Dec 2014,37
14 Dec 2014,45
13 Dec 2014,34
12 Dec 2014,40
11 Dec 2014,28
10 Dec 2014,34
09 Dec 2014,41
08 Dec 2014,36
07 Dec 2014,29
06 Dec 2014,30
05 Dec 2014,20
04 Dec 2014,23
03 Dec 2014,27
02 Dec 2014,30
01 Dec 2014,23
30 Nov 2014,28
29 Nov 2014,16
28 Nov 2014,16
27 Nov 2014,14
26 Nov 2014,18
25 Nov 2014,2
24 Nov 2014,9
23 Nov 2014,8
22 Nov 2014,7
21 Nov 2014,11
20 Nov 2014,5
19 Nov 2014,5
18 Nov 2014,14
17 Nov 2014,11
16 Nov 2014,7
15 Nov 2014,7
14 Nov 2014,8
13 Nov 2014,10
12 Nov 2014,6
11 Nov 2014,7
10 Nov 2014,8
09 Nov 2014,14
08 Nov 2014,6
07 Nov 2014,8
06 Nov 2014,7
05 Nov 2014,7
04 Nov 2014,8
03 Nov 2014,5
02 Nov 2014,10
01 Nov 2014,16
31 Oct 2014,6
30 Oct 2014,7
29 Oct 2014,19
28 Oct 2014,18
27 Oct 2014,14
26 Oct 2014,7
25 Oct 2014,4
24 Oct 2014,9
23 Oct 2014,7
22 Oct 2014,3
21 Oct 2014,2
20 Oct 2014,5
19 Oct 2014,10
18 Oct 2014,9
17 Oct 2014,4
16 Oct 2014,10
15 Oct 2014,4
14 Oct 2014,5
13 Oct 2014,7
12 Oct 2014,4
11 Oct 2014,6
10 Oct 2014,4
09 Oct 2014,9
08 Oct 2014,6
07 Oct 2014,7
06 Oct 2014,4
05 Oct 2014,7
04 Oct 2014,4
03 Oct 2014,12
02 Oct 2014,7
01 Oct 2014,7
30 Sep 2014,6
29 Sep 2014,17
28 Sep 2014,10
27 Sep 2014,11
26 Sep 2014,10
25 Sep 2014,8
24 Sep 2014,13
23 Sep 2014,5
22 Sep 2014,7
21 Sep 2014,8
20 Sep 2014,6
19 Sep 2014,13
18 Sep 2014,7
17 Sep 2014,11
16 Sep 2014,7
15 Sep 2014,6
14 Sep 2014,4
13 Sep 2014,5
12 Sep 2014,4
11 Sep 2014,9
10 Sep 2014,4
09 Sep 2014,15
08 Sep 2014,9
07 Sep 2014,5
06 Sep 2014,7
05 Sep 2014,8
04 Sep 2014,7
03 Sep 2014,7
02 Sep 2014,4
01 Sep 2014,9
31 Aug 2014,7
30 Aug 2014,2
29 Aug 2014,4
28 Aug 2014,9
27 Aug 2014,4
26 Aug 2014,2
25 Aug 2014,18
24 Aug 2014,9
23 Aug 2014,4
22 Aug 2014,9
21 Aug 2014,9
20 Aug 2014,5
19 Aug 2014,12
18 Aug 2014,1
17 Aug 2014,15
16 Aug 2014,5
15 Aug 2014,8
14 Aug 2014,7
13 Aug 2014,7
12 Aug 2014,7
11 Aug 2014,7
10 Aug 2014,6
09 Aug 2014,3
08 Aug 2014,4
07 Aug 2014,14
06 Aug 2014,3
05 Aug 2014,9
04 Aug 2014,5
03 Aug 2014,6
02 Aug 2014,5
01 Aug 2014,7
31 Jul 2014,12
30 Jul 2014,9
29 Jul 2014,8
28 Jul 2014,8
27 Jul 2014,6
26 Jul 2014,7
25 Jul 2014,9
24 Jul 2014,9
23 Jul 2014,6
22 Jul 2014,6
21 Jul 2014,8
20 Jul 2014,6
19 Jul 2014,5
18 Jul 2014,7
17 Jul 2014,9
16 Jul 2014,7
15 Jul 2014,9
14 Jul 2014,9
13 Jul 2014,8
12 Jul 2014,5
11 Jul 2014,5
10 Jul 2014,4
09 Jul 2014,7
08 Jul 2014,3
07 Jul 2014,6
06 Jul 2014,9
05 Jul 2014,7
04 Jul 2014,3
03 Jul 2014,5
02 Jul 2014,2
01 Jul 2014,7
30 Jun 2014,3
29 Jun 2014,2
28 Jun 2014,4
27 Jun 2014,5
26 Jun 2014,4
25 Jun 2014,2
24 Jun 2014,5
23 Jun 2014,9
22 Jun 2014,4
21 Jun 2014,8
20 Jun 2014,5
19 Jun 2014,5
18 Jun 2014,10
17 Jun 2014,11
16 Jun 2014,5
15 Jun 2014,8
14 Jun 2014,11
13 Jun 2014,4
12 Jun 2014,5
11 Jun 2014,6
10 Jun 2014,1
09 Jun 2014,6
08 Jun 2014,4
07 Jun 2014,7
06 Jun 2014,6
05 Jun 2014,4
04 Jun 2014,6
03 Jun 2014,7
02 Jun 2014,9
01 Jun 2014,9
31 May 2014,3
30 May 2014,20
29 May 2014,7
28 May 2014,5
27 May 2014,5
26 May 2014,16
25 May 2014,10
24 May 2014,7
23 May 2014,12
22 May 2014,10
21 May 2014,5
20 May 2014,2
19 May 2014,12
18 May 2014,8
17 May 2014,8
16 May 2014,4
15 May 2014,3
14 May 2014,8
13 May 2014,7
12 May 2014,4
11 May 2014,2
10 May 2014,4
09 May 2014,3
08 May 2014,5
07 May 2014,7
06 May 2014,6
05 May 2014,4
04 May 2014,10
03 May 2014,8
02 May 2014,5
01 May 2014,5
30 Apr 2014,4
29 Apr 2014,4
28 Apr 2014,2
27 Apr 2014,7
26 Apr 2014,3
25 Apr 2014,4
24 Apr 2014,2
23 Apr 2014,4
22 Apr 2014,4
21 Apr 2014,4
20 Apr 2014,3
18 Apr 2014,4
17 Apr 2014,7
16 Apr 2014,3
15 Apr 2014,2
14 Apr 2014,4
13 Apr 2014,4
12 Apr 2014,3
11 Apr 2014,12
10 Apr 2014,4
09 Apr 2014,5
08 Apr 2014,4
07 Apr 2014,4
06 Apr 2014,7
05 Apr 2014,2
04 Apr 2014,4
03 Apr 2014,4
02 Apr 2014,3
01 Apr 2014,7
31 Mar 2014,7
30 Mar 2014,6
29 Mar 2014,4
28 Mar 2014,15
27 Mar 2014,9
26 Mar 2014,3
25 Mar 2014,9
24 Mar 2014,5
23 Mar 2014,2
22 Mar 2014,1
21 Mar 2014,10
20 Mar 2014,3
19 Mar 2014,4
18 Mar 2014,3
17 Mar 2014,7
16 Mar 2014,3
15 Mar 2014,6
14 Mar 2014,7
13 Mar 2014,9
12 Mar 2014,3
11 Mar 2014,8
10 Mar 2014,7
09 Mar 2014,9
08 Mar 2014,8
07 Mar 2014,12
06 Mar 2014,4
05 Mar 2014,7
04 Mar 2014,9
03 Mar 2014,2
02 Mar 2014,5
01 Mar 2014,1
28 Feb 2014,4
27 Feb 2014,8
26 Feb 2014,7
25 Feb 2014,8
24 Feb 2014,6
23 Feb 2014,7
22 Feb 2014,7
21 Feb 2014,8
20 Feb 2014,7
19 Feb 2014,8
18 Feb 2014,2
17 Feb 2014,2
16 Feb 2014,5
15 Feb 2014,8
14 Feb 2014,10
13 Feb 2014,3
12 Feb 2014,2
11 Feb 2014,5
10 Feb 2014,5
09 Feb 2014,10
08 Feb 2014,7
07 Feb 2014,7
06 Feb 2014,6
05 Feb 2014,4
04 Feb 2014,4
03 Feb 2014,2
02 Feb 2014,2
01 Feb 2014,3
31 Jan 2014,4
30 Jan 2014,2
29 Jan 2014,23
28 Jan 2014,2
27 Jan 2014,1
26 Jan 2014,2
25 Jan 2014,7
24 Jan 2014,5
23 Jan 2014,4
22 Jan 2014,3
21 Jan 2014,5
20 Jan 2014,2
19 Jan 2014,4
18 Jan 2014,4
17 Jan 2014,2
15 Jan 2014,3
14 Jan 2014,4
13 Jan 2014,3
12 Jan 2014,7
11 Jan 2014,6
10 Jan 2014,3
09 Jan 2014,3
08 Jan 2014,4
07 Jan 2014,7
06 Jan 2014,6
05 Jan 2014,6
04 Jan 2014,5
03 Jan 2014,7
02 Jan 2014,2
01 Jan 2014,2
31 Dec 2013,7
30 Dec 2013,7
29 Dec 2013,2
28 Dec 2013,7
27 Dec 2013,11
26 Dec 2013,8
25 Dec 2013,9
24 Dec 2013,6
23 Dec 2013,8
22 Dec 2013,7
21 Dec 2013,7
20 Dec 2013,5
19 Dec 2013,4
18 Dec 2013,2
17 Dec 2013,3
16 Dec 2013,6
15 Dec 2013,4
14 Dec 2013,2
13 Dec 2013,5
12 Dec 2013,1
11 Dec 2013,5
10 Dec 2013,3
09 Dec 2013,13
08 Dec 2013,5
07 Dec 2013,2
06 Dec 2013,4
05 Dec 2013,2
04 Dec 2013,1
03 Dec 2013,1
02 Dec 2013,2
01 Dec 2013,1
30 Nov 2013,1
29 Nov 2013,2
28 Nov 2013,1
27 Nov 2013,4
26 Nov 2013,6
25 Nov 2013,2
23 Nov 2013,3
22 Nov 2013,1
21 Nov 2013,2
20 Nov 2013,3
19 Nov 2013,1
18 Nov 2013,5
17 Nov 2013,3
16 Nov 2013,1
15 Nov 2013,2
14 Nov 2013,5
13 Nov 2013,2
12 Nov 2013,3
11 Nov 2013,3
10 Nov 2013,5
09 Nov 2013,1
08 Nov 2013,3
07 Nov 2013,4
06 Nov 2013,5
05 Nov 2013,3
04 Nov 2013,5
03 Nov 2013,6
02 Nov 2013,4
01 Nov 2013,3
31 Oct 2013,7
30 Oct 2013,2
29 Oct 2013,2
28 Oct 2013,5
27 Oct 2013,1
26 Oct 2013,2
25 Oct 2013,1
24 Oct 2013,1
23 Oct 2013,3
22 Oct 2013,4
21 Oct 2013,4
20 Oct 2013,3
19 Oct 2013,5
18 Oct 2013,4
17 Oct 2013,2
16 Oct 2013,3
15 Oct 2013,5
14 Oct 2013,5
13 Oct 2013,5
12 Oct 2013,3
11 Oct 2013,11
10 Oct 2013,5
09 Oct 2013,6
08 Oct 2013,1
07 Oct 2013,6
06 Oct 2013,1
05 Oct 2013,3
04 Oct 2013,3
03 Oct 2013,7
02 Oct 2013,3
01 Oct 2013,6
30 Sep 2013,4
29 Sep 2013,4
28 Sep 2013,3
27 Sep 2013,2
26 Sep 2013,2
25 Sep 2013,7
24 Sep 2013,4
23 Sep 2013,4
22 Sep 2013,8
21 Sep 2013,6
20 Sep 2013,6
19 Sep 2013,4
18 Sep 2013,3
17 Sep 2013,4
16 Sep 2013,2
15 Sep 2013,3
14 Sep 2013,2
13 Sep 2013,2
12 Sep 2013,1
11 Sep 2013,1
10 Sep 2013,2
09 Sep 2013,5
08 Sep 2013,6
07 Sep 2013,9
06 Sep 2013,4
05 Sep 2013,4
04 Sep 2013,1
03 Sep 2013,4
02 Sep 2013,9
31 Aug 2013,3
30 Aug 2013,3
29 Aug 2013,2
28 Aug 2013,7
27 Aug 2013,3
25 Aug 2013,4
24 Aug 2013,6
23 Aug 2013,1
22 Aug 2013,4
21 Aug 2013,2
20 Aug 2013,5
19 Aug 2013,6
18 Aug 2013,5
17 Aug 2013,5
16 Aug 2013,2
14 Aug 2013,5
13 Aug 2013,4
12 Aug 2013,10
11 Aug 2013,2
10 Aug 2013,7
09 Aug 2013,7
08 Aug 2013,7
07 Aug 2013,5
06 Aug 2013,7
05 Aug 2013,8
04 Aug 2013,4
03 Aug 2013,7
02 Aug 2013,2
01 Aug 2013,10
31 Jul 2013,7
30 Jul 2013,9
29 Jul 2013,3
28 Jul 2013,7
27 Jul 2013,7
26 Jul 2013,8
25 Jul 2013,5
24 Jul 2013,2
23 Jul 2013,6
22 Jul 2013,5
21 Jul 2013,6
20 Jul 2013,5
19 Jul 2013,2
18 Jul 2013,2
17 Jul 2013,5
16 Jul 2013,12
15 Jul 2013,2
14 Jul 2013,2
13 Jul 2013,5
12 Jul 2013,4
11 Jul 2013,4
10 Jul 2013,4
09 Jul 2013,4
08 Jul 2013,8
07 Jul 2013,7
06 Jul 2013,4
04 Jul 2013,4
02 Jul 2013,9
01 Jul 2013,7
30 Jun 2013,1
29 Jun 2013,6
28 Jun 2013,1
27 Jun 2013,4
26 Jun 2013,7
25 Jun 2013,7
24 Jun 2013,5
23 Jun 2013,5
22 Jun 2013,3
21 Jun 2013,4
20 Jun 2013,1
19 Jun 2013,7
18 Jun 2013,4
17 Jun 2013,6
16 Jun 2013,17
15 Jun 2013,10
14 Jun 2013,5
13 Jun 2013,5
12 Jun 2013,3
11 Jun 2013,2
10 Jun 2013,6
09 Jun 2013,2
07 Jun 2013,5
06 Jun 2013,6
04 Jun 2013,2
03 Jun 2013,2
01 Jun 2013,3
31 May 2013,4
30 May 2013,6
29 May 2013,5
28 May 2013,14
27 May 2013,4
25 May 2013,1
24 May 2013,2
23 May 2013,5
22 May 2013,4
21 May 2013,1
20 May 2013,1
18 May 2013,3
17 May 2013,4
16 May 2013,3
15 May 2013,2
14 May 2013,2
13 May 2013,4
12 May 2013,1
11 May 2013,2
10 May 2013,6
09 May 2013,3
08 May 2013,2
07 May 2013,2
06 May 2013,4
05 May 2013,9
04 May 2013,4
03 May 2013,2
02 May 2013,4
01 May 2013,5
30 Apr 2013,2
29 Apr 2013,1
28 Apr 2013,2
27 Apr 2013,5
26 Apr 2013,3
25 Apr 2013,5
24 Apr 2013,3
23 Apr 2013,7
22 Apr 2013,4
21 Apr 2013,2
20 Apr 2013,3
19 Apr 2013,4
18 Apr 2013,5
17 Apr 2013,1
16 Apr 2013,3
15 Apr 2013,1
13 Apr 2013,1
12 Apr 2013,5
11 Apr 2013,4
10 Apr 2013,4
09 Apr 2013,4
08 Apr 2013,7
07 Apr 2013,3
06 Apr 2013,4
05 Apr 2013,5
03 Apr 2013,7
02 Apr 2013,2
01 Apr 2013,3
31 Mar 2013,4
30 Mar 2013,3
29 Mar 2013,7
28 Mar 2013,4
27 Mar 2013,2
26 Mar 2013,2
25 Mar 2013,2
24 Mar 2013,5
23 Mar 2013,2
22 Mar 2013,3
21 Mar 2013,3
20 Mar 2013,5
19 Mar 2013,5
18 Mar 2013,3
17 Mar 2013,2
16 Mar 2013,3
15 Mar 2013,9
14 Mar 2013,7
13 Mar 2013,2
12 Mar 2013,3
11 Mar 2013,4
10 Mar 2013,3
09 Mar 2013,3
08 Mar 2013,3
07 Mar 2013,1
06 Mar 2013,5
05 Mar 2013,6
04 Mar 2013,3
03 Mar 2013,7
02 Mar 2013,3
01 Mar 2013,10
28 Feb 2013,9
27 Feb 2013,6
26 Feb 2013,3
25 Feb 2013,5
24 Feb 2013,1
23 Feb 2013,11
22 Feb 2013,7
21 Feb 2013,2
20 Feb 2013,7
19 Feb 2013,10
18 Feb 2013,6
17 Feb 2013,7
16 Feb 2013,7
15 Feb 2013,19
14 Feb 2013,13
13 Feb 2013,13
12 Feb 2013,2
11 Feb 2013,8
10 Feb 2013,5
09 Feb 2013,3
08 Feb 2013,10
07 Feb 2013,9
06 Feb 2013,4
05 Feb 2013,8
04 Feb 2013,9
03 Feb 2013,8
02 Feb 2013,2
01 Feb 2013,3
31 Jan 2013,11
30 Jan 2013,4
29 Jan 2013,2
27 Jan 2013,4
26 Jan 2013,3
25 Jan 2013,1
24 Jan 2013,8
23 Jan 2013,8
22 Jan 2013,1
21 Jan 2013,4
20 Jan 2013,5
19 Jan 2013,5
18 Jan 2013,2
17 Jan 2013,2
16 Jan 2013,5
15 Jan 2013,3
14 Jan 2013,4
13 Jan 2013,4
12 Jan 2013,2
11 Jan 2013,4
10 Jan 2013,6
09 Jan 2013,5
08 Jan 2013,7
07 Jan 2013,9
06 Jan 2013,9
05 Jan 2013,8
04 Jan 2013,6
03 Jan 2013,3
02 Jan 2013,4
01 Jan 2013,2
31 Dec 2012,6
30 Dec 2012,2
29 Dec 2012,9
28 Dec 2012,3
27 Dec 2012,7
26 Dec 2012,4
25 Dec 2012,6
24 Dec 2012,5
23 Dec 2012,4
22 Dec 2012,3
21 Dec 2012,11
20 Dec 2012,6
19 Dec 2012,7
18 Dec 2012,6
17 Dec 2012,4
16 Dec 2012,6
15 Dec 2012,5
14 Dec 2012,3
13 Dec 2012,2
12 Dec 2012,3
11 Dec 2012,9
10 Dec 2012,7
09 Dec 2012,1
08 Dec 2012,1
07 Dec 2012,1
06 Dec 2012,2
05 Dec 2012,7
04 Dec 2012,1
03 Dec 2012,5
02 Dec 2012,3
01 Dec 2012,4
30 Nov 2012,6
29 Nov 2012,5
28 Nov 2012,4
27 Nov 2012,3
26 Nov 2012,1
25 Nov 2012,7
24 Nov 2012,2
23 Nov 2012,2
22 Nov 2012,5
21 Nov 2012,6
20 Nov 2012,5
19 Nov 2012,2
18 Nov 2012,2
17 Nov 2012,7
16 Nov 2012,2
15 Nov 2012,2
14 Nov 2012,1
13 Nov 2012,1
12 Nov 2012,1
11 Nov 2012,5
10 Nov 2012,4
09 Nov 2012,4
08 Nov 2012,1
07 Nov 2012,7
06 Nov 2012,4
05 Nov 2012,5
04 Nov 2012,3
03 Nov 2012,3
02 Nov 2012,1
01 Nov 2012,2
31 Oct 2012,6
30 Oct 2012,2
29 Oct 2012,1
28 Oct 2012,5
27 Oct 2012,2
26 Oct 2012,2
25 Oct 2012,4
24 Oct 2012,4
22 Oct 2012,5
21 Oct 2012,9
20 Oct 2012,2
19 Oct 2012,1
18 Oct 2012,2
17 Oct 2012,3
15 Oct 2012,9
14 Oct 2012,7
12 Oct 2012,4
11 Oct 2012,4
10 Oct 2012,2
09 Oct 2012,2
08 Oct 2012,1
07 Oct 2012,1
05 Oct 2012,4
04 Oct 2012,2
03 Oct 2012,5
02 Oct 2012,3
01 Oct 2012,1
30 Sep 2012,4
29 Sep 2012,2
27 Sep 2012,6
26 Sep 2012,3
25 Sep 2012,1
24 Sep 2012,2
22 Sep 2012,2
21 Sep 2012,3
20 Sep 2012,3
19 Sep 2012,1
18 Sep 2012,5
17 Sep 2012,2
16 Sep 2012,1
15 Sep 2012,3
14 Sep 2012,3
13 Sep 2012,4
12 Sep 2012,12
11 Sep 2012,6
10 Sep 2012,5
09 Sep 2012,3
08 Sep 2012,7
07 Sep 2012,9
06 Sep 2012,4
05 Sep 2012,2
04 Sep 2012,1
03 Sep 2012,4
02 Sep 2012,7
01 Sep 2012,4
31 Aug 2012,6
30 Aug 2012,7
29 Aug 2012,3
28 Aug 2012,15
27 Aug 2012,2
26 Aug 2012,11
25 Aug 2012,2
24 Aug 2012,8
23 Aug 2012,6
22 Aug 2012,6
21 Aug 2012,7
20 Aug 2012,10
19 Aug 2012,5
18 Aug 2012,8
17 Aug 2012,4
16 Aug 2012,8
15 Aug 2012,9
14 Aug 2012,7
13 Aug 2012,7
12 Aug 2012,1
11 Aug 2012,4
10 Aug 2012,3
09 Aug 2012,7
08 Aug 2012,4
07 Aug 2012,8
06 Aug 2012,11
05 Aug 2012,12
04 Aug 2012,1
