date,value
03 Aug 2012,3
02 Aug 2012,4
01 Aug 2012,4
31 Jul 2012,5
30 Jul 2012,2
29 Jul 2012,10
28 Jul 2012,5
26 Jul 2012,3
25 Jul 2012,3
24 Jul 2012,3
23 Jul 2012,6
22 Jul 2012,2
21 Jul 2012,2
20 Jul 2012,1
19 Jul 2012,4
18 Jul 2012,3
17 Jul 2012,2
16 Jul 2012,4
15 Jul 2012,3
14 Jul 2012,35
13 Jul 2012,1
12 Jul 2012,1
11 Jul 2012,1
10 Jul 2012,4
09 Jul 2012,3
08 Jul 2012,8
07 Jul 2012,4
06 Jul 2012,6
05 Jul 2012,2
04 Jul 2012,5
03 Jul 2012,5
02 Jul 2012,6
01 Jul 2012,6
30 Jun 2012,5
29 Jun 2012,4
28 Jun 2012,9
27 Jun 2012,9
26 Jun 2012,2
25 Jun 2012,5
24 Jun 2012,7
23 Jun 2012,1
22 Jun 2012,7
21 Jun 2012,6
20 Jun 2012,4
19 Jun 2012,8
18 Jun 2012,3
17 Jun 2012,18
16 Jun 2012,2
15 Jun 2012,17
14 Jun 2012,11
13 Jun 2012,7
12 Jun 2012,7
11 Jun 2012,25
10 Jun 2012,1
09 Jun 2012,9
08 Jun 2012,26
07 Jun 2012,20
06 Jun 2012,11
05 Jun 2012,19
04 Jun 2012,8
03 Jun 2012,4
02 Jun 2012,7
01 Jun 2012,9
31 May 2012,10
30 May 2012,9
29 May 2012,6
28 May 2012,13
27 May 2012,2
26 May 2012,5
25 May 2012,1
24 May 2012,4
23 May 2012,4
22 May 2012,2
21 May 2012,2
20 May 2012,17
19 May 2012,1
18 May 2012,4
17 May 2012,1
16 May 2012,2
15 May 2012,1
14 May 2012,3
13 May 2012,4
12 May 2012,1
11 May 2012,4
10 May 2012,3
09 May 2012,4
08 May 2012,3
07 May 2012,5
06 May 2012,5
05 May 2012,2
04 May 2012,1
03 May 2012,6
02 May 2012,4
01 May 2012,8
30 Apr 2012,4
29 Apr 2012,3
28 Apr 2012,1
27 Apr 2012,5
26 Apr 2012,2
25 Apr 2012,3
24 Apr 2012,4
23 Apr 2012,3
22 Apr 2012,4
21 Apr 2012,2
20 Apr 2012,4
19 Apr 2012,2
17 Apr 2012,4
16 Apr 2012,3
15 Apr 2012,2
14 Apr 2012,5
13 Apr 2012,8
12 Apr 2012,6
11 Apr 2012,7
10 Apr 2012,3
09 Apr 2012,2
08 Apr 2012,9
07 Apr 2012,2
06 Apr 2012,7
05 Apr 2012,5
04 Apr 2012,4
03 Apr 2012,2
02 Apr 2012,3
31 Mar 2012,3
30 Mar 2012,6
29 Mar 2012,2
28 Mar 2012,2
27 Mar 2012,9
26 Mar 2012,3
25 Mar 2012,4
24 Mar 2012,2
23 Mar 2012,3
22 Mar 2012,5
21 Mar 2012,6
20 Mar 2012,3
19 Mar 2012,3
18 Mar 2012,4
17 Mar 2012,3
16 Mar 2012,4
15 Mar 2012,2
14 Mar 2012,2
13 Mar 2012,5
12 Mar 2012,7
11 Mar 2012,3
10 Mar 2012,6
09 Mar 2012,2
08 Mar 2012,6
07 Mar 2012,6
06 Mar 2012,8
05 Mar 2012,3
04 Mar 2012,2
03 Mar 2012,4
02 Mar 2012,9
01 Mar 2012,4
29 Feb 2012,1
28 Feb 2012,9
27 Feb 2012,29
26 Feb 2012,6
25 Feb 2012,14
23 Feb 2012,4
22 Feb 2012,3
21 Feb 2012,4
20 Feb 2012,3
19 Feb 2012,16
18 Feb 2012,3
17 Feb 2012,5
16 Feb 2012,4
15 Feb 2012,13
14 Feb 2012,9
13 Feb 2012,8
12 Feb 2012,5
11 Feb 2012,7
10 Feb 2012,6
09 Feb 2012,1
08 Feb 2012,4
07 Feb 2012,6
06 Feb 2012,6
05 Feb 2012,22
04 Feb 2012,5
03 Feb 2012,6
02 Feb 2012,12
01 Feb 2012,12
31 Jan 2012,9
30 Jan 2012,16
29 Jan 2012,8
28 Jan 2012,4
27 Jan 2012,5
26 Jan 2012,6
25 Jan 2012,3
24 Jan 2012,10
23 Jan 2012,4
22 Jan 2012,8
21 Jan 2012,1
20 Jan 2012,3
19 Jan 2012,7
18 Jan 2012,6
17 Jan 2012,7
16 Jan 2012,9
15 Jan 2012,2
14 Jan 2012,7
13 Jan 2012,2
12 Jan 2012,3
11 Jan 2012,3
10 Jan 2012,3
09 Jan 2012,5
08 Jan 2012,8
07 Jan 2012,11
06 Jan 2012,9
05 Jan 2012,9
04 Jan 2012,7
03 Jan 2012,4
02 Jan 2012,9
01 Jan 2012,15
31 Dec 2011,5
30 Dec 2011,17
29 Dec 2011,8
28 Dec 2011,3
27 Dec 2011,2
26 Dec 2011,9
25 Dec 2011,7
24 Dec 2011,10
23 Dec 2011,27
22 Dec 2011,7
21 Dec 2011,10
20 Dec 2011,12
19 Dec 2011,6
18 Dec 2011,2
17 Dec 2011,4
16 Dec 2011,6
15 Dec 2011,10
14 Dec 2011,14
13 Dec 2011,6
12 Dec 2011,4
11 Dec 2011,5
10 Dec 2011,6
09 Dec 2011,7
08 Dec 2011,15
07 Dec 2011,8
06 Dec 2011,7
05 Dec 2011,2
04 Dec 2011,5
03 Dec 2011,7
02 Dec 2011,3
01 Dec 2011,2
30 Nov 2011,3
29 Nov 2011,3
28 Nov 2011,8
27 Nov 2011,13
26 Nov 2011,5
25 Nov 2011,3
24 Nov 2011,6
23 Nov 2011,2
22 Nov 2011,10
21 Nov 2011,4
20 Nov 2011,5
19 Nov 2011,1
18 Nov 2011,2
17 Nov 2011,9
16 Nov 2011,3
15 Nov 2011,9
14 Nov 2011,7
13 Nov 2011,4
12 Nov 2011,3
11 Nov 2011,7
10 Nov 2011,1
09 Nov 2011,6
08 Nov 2011,1
07 Nov 2011,3
06 Nov 2011,10
05 Nov 2011,3
04 Nov 2011,12
03 Nov 2011,4
02 Nov 2011,2
01 Nov 2011,3
31 Oct 2011,2
30 Oct 2011,2
29 Oct 2011,4
28 Oct 2011,3
27 Oct 2011,3
26 Oct 2011,10
25 Oct 2011,2
24 Oct 2011,4
23 Oct 2011,8
22 Oct 2011,4
21 Oct 2011,6
20 Oct 2011,4
19 Oct 2011,7
18 Oct 2011,3
17 Oct 2011,3
16 Oct 2011,1
15 Oct 2011,4
14 Oct 2011,6
13 Oct 2011,4
12 Oct 2011,4
11 Oct 2011,6
10 Oct 2011,3
09 Oct 2011,7
08 Oct 2011,6
07 Oct 2011,5
06 Oct 2011,3
05 Oct 2011,3
04 Oct 2011,16
02 Oct 2011,5
01 Oct 2011,2
30 Sep 2011,13
29 Sep 2011,6
28 Sep 2011,4
27 Sep 2011,3
26 Sep 2011,9
25 Sep 2011,5
24 Sep 2011,9
23 Sep 2011,3
22 Sep 2011,5
21 Sep 2011,6
20 Sep 2011,15
19 Sep 2011,3
17 Sep 2011,6
16 Sep 2011,5
15 Sep 2011,7
14 Sep 2011,4
13 Sep 2011,5
12 Sep 2011,7
11 Sep 2011,11
10 Sep 2011,3
09 Sep 2011,1
08 Sep 2011,7
07 Sep 2011,3
06 Sep 2011,11
05 Sep 2011,5
04 Sep 2011,2
03 Sep 2011,3
02 Sep 2011,5
01 Sep 2011,2
30 Aug 2011,8
29 Aug 2011,6
28 Aug 2011,11
27 Aug 2011,10
26 Aug 2011,4
25 Aug 2011,4
24 Aug 2011,6
23 Aug 2011,1
22 Aug 2011,4
21 Aug 2011,2
20 Aug 2011,4
19 Aug 2011,15
18 Aug 2011,10
17 Aug 2011,9
16 Aug 2011,12
15 Aug 2011,3
14 Aug 2011,3
13 Aug 2011,6
12 Aug 2011,3
11 Aug 2011,2
10 Aug 2011,3
09 Aug 2011,3
08 Aug 2011,5
06 Aug 2011,5
05 Aug 2011,3
04 Aug 2011,1
03 Aug 2011,5
02 Aug 2011,3
01 Aug 2011,5
31 Jul 2011,4
30 Jul 2011,6
29 Jul 2011,2
28 Jul 2011,1
27 Jul 2011,3
26 Jul 2011,1
25 Jul 2011,2
23 Jul 2011,3
22 Jul 2011,3
21 Jul 2011,6
20 Jul 2011,8
19 Jul 2011,5
18 Jul 2011,2
17 Jul 2011,1
16 Jul 2011,1
15 Jul 2011,3
14 Jul 2011,1
13 Jul 2011,1
12 Jul 2011,3
11 Jul 2011,1
10 Jul 2011,3
09 Jul 2011,3
08 Jul 2011,1
07 Jul 2011,2
05 Jul 2011,3
04 Jul 2011,1
03 Jul 2011,3
02 Jul 2011,2
01 Jul 2011,1
30 Jun 2011,4
29 Jun 2011,2
28 Jun 2011,1
27 Jun 2011,4
26 Jun 2011,2
25 Jun 2011,2
24 Jun 2011,6
23 Jun 2011,2
22 Jun 2011,3
21 Jun 2011,1
20 Jun 2011,7
19 Jun 2011,2
18 Jun 2011,4
17 Jun 2011,2
16 Jun 2011,3
15 Jun 2011,6
14 Jun 2011,5
11 Jun 2011,3
09 Jun 2011,1
08 Jun 2011,10
07 Jun 2011,3
06 Jun 2011,4
05 Jun 2011,4
04 Jun 2011,1
02 Jun 2011,7
01 Jun 2011,2
31 May 2011,9
30 May 2011,2
29 May 2011,5
28 May 2011,3
27 May 2011,10
26 May 2011,2
25 May 2011,10
24 May 2011,2
23 May 2011,3
22 May 2011,2
21 May 2011,3
20 May 2011,1
19 May 2011,5
18 May 2011,6
17 May 2011,4
16 May 2011,9
15 May 2011,5
14 May 2011,4
13 May 2011,6
12 May 2011,9
11 May 2011,3
10 May 2011,3
09 May 2011,7
08 May 2011,2
07 May 2011,3
06 May 2011,2
05 May 2011,1
04 May 2011,12
03 May 2011,21
02 May 2011,1
30 Apr 2011,4
29 Apr 2011,3
28 Apr 2011,4
27 Apr 2011,2
26 Apr 2011,4
25 Apr 2011,8
24 Apr 2011,6
23 Apr 2011,6
22 Apr 2011,5
21 Apr 2011,3
20 Apr 2011,5
19 Apr 2011,2
18 Apr 2011,3
17 Apr 2011,4
16 Apr 2011,5
15 Apr 2011,8
14 Apr 2011,4
13 Apr 2011,3
12 Apr 2011,8
11 Apr 2011,2
09 Apr 2011,3
08 Apr 2011,3
07 Apr 2011,2
06 Apr 2011,3
04 Apr 2011,2
03 Apr 2011,5
02 Apr 2011,3
01 Apr 2011,5
31 Mar 2011,12
30 Mar 2011,3
29 Mar 2011,2
28 Mar 2011,2
27 Mar 2011,3
26 Mar 2011,2
25 Mar 2011,3
24 Mar 2011,1
23 Mar 2011,1
22 Mar 2011,2
21 Mar 2011,1
20 Mar 2011,12
18 Mar 2011,4
17 Mar 2011,3
15 Mar 2011,1
14 Mar 2011,2
11 Mar 2011,1
08 Mar 2011,1
05 Mar 2011,1
04 Mar 2011,7
03 Mar 2011,1
01 Mar 2011,1
24 Feb 2011,1
23 Feb 2011,3
22 Feb 2011,2
18 Feb 2011,1
15 Feb 2011,1
13 Feb 2011,1
11 Feb 2011,1
10 Feb 2011,1
08 Feb 2011,1
04 Feb 2011,1
02 Feb 2011,3
01 Feb 2011,1
31 Jan 2011,1
28 Jan 2011,1
27 Jan 2011,1
25 Jan 2011,1
23 Jan 2011,1
22 Jan 2011,2
21 Jan 2011,1
20 Jan 2011,1
18 Jan 2011,2
15 Jan 2011,1
14 Jan 2011,2
12 Jan 2011,1
11 Jan 2011,2
06 Jan 2011,1
05 Jan 2011,1
04 Jan 2011,2
03 Jan 2011,1
02 Jan 2011,1
01 Jan 2011,1
29 Dec 2010,1
28 Dec 2010,6
26 Dec 2010,1
24 Dec 2010,2
23 Dec 2010,1
22 Dec 2010,1
20 Dec 2010,1
12 Dec 2010,1
10 Dec 2010,1
05 Dec 2010,1
04 Dec 2010,1
03 Dec 2010,1
29 Nov 2010,4
28 Nov 2010,3
18 Nov 2010,1
17 Nov 2010,1
16 Nov 2010,1
15 Nov 2010,2
14 Nov 2010,1
13 Nov 2010,1
08 Nov 2010,1
07 Nov 2010,1
04 Nov 2010,1
02 Nov 2010,4
01 Nov 2010,1
31 Oct 2010,1
29 Oct 2010,1
28 Oct 2010,1
25 Oct 2010,1
21 Oct 2010,1
20 Oct 2010,1
17 Oct 2010,1
12 Oct 2010,2
10 Oct 2010,1
06 Oct 2010,1
04 Oct 2010,1
02 Oct 2010,1
01 Oct 2010,1
27 Sep 2010,1
24 Sep 2010,1
19 Sep 2010,1
17 Sep 2010,3
16 Sep 2010,1
15 Sep 2010,2
14 Sep 2010,1
13 Sep 2010,3
12 Sep 2010,2
09 Sep 2010,1
08 Sep 2010,3
07 Sep 2010,8
05 Sep 2010,5
31 Aug 2010,1
28 Aug 2010,1
21 Aug 2010,1
20 Aug 2010,1
19 Aug 2010,1
17 Aug 2010,3
16 Aug 2010,1
12 Aug 2010,2
11 Aug 2010,2
10 Aug 2010,1
09 Aug 2010,2
08 Aug 2010,3
05 Aug 2010,1
03 Aug 2010,2
27 Jul 2010,1
26 Jul 2010,2
20 Jul 2010,8
19 Jul 2010,1
16 Jul 2010,2
09 Jul 2010,1
08 Jul 2010,4
07 Jul 2010,1
06 Jul 2010,1
04 Jul 2010,1
03 Jul 2010,3
30 Jun 2010,2
25 Jun 2010,1
23 Jun 2010,3
17 Jun 2010,1
14 Jun 2010,1
12 Jun 2010,1
11 Jun 2010,1
08 Jun 2010,2
04 Jun 2010,1
03 Jun 2010,3
01 Jun 2010,1
31 May 2010,1
30 May 2010,1
29 May 2010,1
26 May 2010,1
22 May 2010,1
20 May 2010,1
18 May 2010,2
17 May 2010,2
16 May 2010,3
14 May 2010,1
13 May 2010,1
10 May 2010,1
06 May 2010,1
05 May 2010,1
02 May 2010,2
30 Apr 2010,14
29 Apr 2010,1
28 Apr 2010,4
25 Apr 2010,1
24 Apr 2010,2
23 Apr 2010,2
21 Apr 2010,3
17 Apr 2010,2
15 Apr 2010,1
14 Apr 2010,1
12 Apr 2010,1
11 Apr 2010,1
10 Apr 2010,2
07 Apr 2010,1
06 Apr 2010,1
05 Apr 2010,1
03 Apr 2010,1
02 Apr 2010,3
01 Apr 2010,2
31 Mar 2010,1
29 Mar 2010,2
28 Mar 2010,2
27 Mar 2010,2
26 Mar 2010,2
25 Mar 2010,1
24 Mar 2010,1
23 Mar 2010,1
22 Mar 2010,3
21 Mar 2010,1
18 Mar 2010,1
17 Mar 2010,1
16 Mar 2010,1
15 Mar 2010,1
13 Mar 2010,1
10 Mar 2010,1
07 Mar 2010,2
06 Mar 2010,3
05 Mar 2010,2
03 Mar 2010,5
28 Feb 2010,1
27 Feb 2010,1
22 Feb 2010,1
17 Feb 2010,1
14 Feb 2010,1
03 Feb 2010,1
31 Jan 2010,2
29 Jan 2010,1
28 Jan 2010,3
26 Jan 2010,1
25 Jan 2010,2
24 Jan 2010,2
23 Jan 2010,4
21 Jan 2010,1
19 Jan 2010,1
18 Jan 2010,7
16 Jan 2010,1
15 Jan 2010,1
12 Jan 2010,1
05 Jan 2010,1
02 Jan 2010,1
01 Jan 2010,1
30 Dec 2009,1
27 Dec 2009,4
24 Dec 2009,2
23 Dec 2009,2
21 Dec 2009,8
19 Dec 2009,1
14 Dec 2009,1
12 Dec 2009,1
06 Dec 2009,2
24 Nov 2009,1
22 Nov 2009,1
17 Nov 2009,1
