key,value
Male Adaar / Female de Chalons,1
Gaspard de Chalons / Calienne de Ghislaine,1
Bastien de Ghislaine / Nicoline de Ghislaine,1
Fergus Cousland / Female Tabris,1
Alistair /  Female Mahariel,1
Hawke /  Mahariel (Friendzone),1
Alexander Hawke / Cassandra Pentaghast,1
Hawke / Cassandra,1
Elizabeth Amell / Cullen Rutherford,1
Inquisitor / Cullen (back ground),1
Solas (Fen'Harel) /  Original Character(s),1
Minor Isabela / Merrill,1
Mick Rory / Reader,1
Harrison Wells | Eobard Thawne / Reader,1
Leonard Snart / Reader,1
Hartley Rathaway / Reader,1
Eobard Thawne / Reader,1
Clarissa Stein / Martin Stein / Reader,1
Mick Rory / Leonard Snart / Reader,1
Bane (DCU) / Reader,1
Caitlin Snow / Reader,1
Jonathan Crane / Edward Nygma / Reader,1
Eddie Thawne / Reader,1
Barry Allen / Leonard Snart / Reader,1
Sara Lance / Reader,1
Lisa Snart / reader,1
"Earth-19 Harrison ""HR' Wells / Reader",1
Bruce Wayne / Reader,1
"Earth-2 Harrison ""Harry"" Wells / Earth-19 Harrison ""HR"" Wells / Reader",1
"Earth-2 Harrison ""Harry"" Wells / Reader",1
Ahsoka Tano / Reader,1
Edward Nygma / Reader,1
Ra's al Ghul / Reader,1
Taneleer Tivan / Reader,1
Fenris / male original character,1
Zevran / Rinnala,1
The Iron Bull & Evelyn Trevelyan,1
The Iron Bull & Varric Tethras,1
Male Inquisitor / Male Inquisitor (Dragon Age),1
Alistair & Surana (Dragon Age),1
Anders / Fenris (background),1
Kaylee Frye / Simon Tam,1
"Hoban ""Wash"" Washburne & Zoë Washburne",1
Malcolm Reynolds / Inara Serra,1
Cousland / Alfstanna,1
"Cremisius ""Krem"" Aclassi / Female Cadash",1
Original Non-Warden Amell & King Cailan one night stand,1
Minor Dorian Pavus  /  Male Lavellan,1
Minor Ariane / Finn (Dragon Age),1
past Zevran / Amell,1
greagoir / original character(s),1
greagoir / original female character(s),1
Brunar / Rogan (Dragon Age),1
Andras / Varel (Dragon Age),1
Merrill / original female character,1
Alistair / Templars,1
Alistair / Templar,1
Anders & Isabela & Merrill,1
Alistair / Female Cadash,1
Alistair / Female Brosca (mentioned),1
Caron / Sigrun,1
Female Caron / Sigrun,1
Dagna & Female Warden,1
Alisair / OFC,1
Background Isabela / Fenris,1
Background Cullen / Bethany,1
Alistair / Male Aeducan,1
Dwarf!Rilienus / Dorian Pavus,1
Fenris / Femake Mage Hawke,1
Solas / Original Female Character / Abelas,1
Elgar'nan & OC,1
Mythal & OC,1
Morrigan & Male Tabris,1
Cullen Rutherford  /  Female Mage Inquisitor,1
Marian Hawke / Carver Hawke,1
Minor Original Male Lavellan / Original Male Lavellan,1
Cullen / Inquistor,1
platonic solas x oc,1
Merrill / Male Hawke,1
Merrill /  Male Mage Hawke,1
Dalish / OC,1
Fenris & Warden Mahariel,1
Lysette / Male Trevelyan,1
Rylen / Male Surana,1
Alistair / female surana hinted,1
more pairing eventually,1
Rendon Howe / Bryce Cousland,1
Undecided for Krem,1
Female Warden / Morrigan,1
King Alistair / Warden Cousland,1
Hawke & Feynriel,1
Hawke & Ketojan,1
Female Warrior Inquisitor / Solas,1
Bramble / Blackwall,1
Dragon Age romance - Relationship,1
Solas / Raleigh Samson,1
Varric Tethras / Female Original Character,1
Varric Tethras / Non-Inquisitor Lavellan,1
Varric Tethras / Lavellan,1
Original Female Dwarf / Original Female Avvar,1
Varric & Isabela,1
Shane (Stardew Valley) / Dorian Pavus,1
All other Relationship as presented in Stardew Valley (Video Game),1
Juhani / Female Revan (Star Wars),1
Bastila Shan (Star Wars) / Morrigan (Dragon Age),1
Mission Vao (Star Wars) / Wynne (Dragon Age),1
Juhani (Star Wars) / Leliana (Dragon Age),1
Credence Barebone / Original Percival Graves,1
past Tamlen / male!Mahariel,1
Fade Spirit & Male Lavellan,1
Past Varric / Bianca,1
Solas / Inquisidora,1
Harry Potter / Severus Snape,1
past Arishok / Lily Evans Potter,1
Hermione Granger / Fred Weasley,1
Rocky / Grim,1
Isabela (Dragon Age) / Female Hawke,1
Cullen Rutherford / Original Non-Warden Amell,1
Bethann Hawke / Anders,1
Bethann Hawke / Cullen Rutherford,1
Potentially more - Relationship,1
Derek Hawke / Fenris,1
Vera Hawke / Anders,1
(Minor),1
Blackwall / Inquisitor / Cullen Rutherford,1
Blackwall / Trevelyan / Cullen Rutherford,1
Iron Bull / Blackwall,1
Anders / Fenris / Male Hawke / Merrill,1
Male Lavellan / Dorian Pavus / Iron Bull / Cullen Rutherford / Solas / Blackwall,1
Blackwall | Thom Rainier / Inquisitor /  Cullen Rutherford,1
oc /  dragonage,1
Kim Jongin | Kai / Oh Sehun,1
Huang Zi Tao | Z.Tao / Kim Jongin | Kai,1
Huang Zi Tao | Z.Tao / Oh Sehun,1
Huang Zi Tao | Z.Tao / Kim Jongin | Kai / Oh Sehun,1
hints of cailan theirin / M!surana,1
Bethany Hawke & Vivienne,1
Maevaris Tilani & Felix Alexius,1
Sten / Morrigan / Leliana / Zevran Arainai / Alistair / Warden,1
Lace Harding / Leliana,1
Isabela / Alistair / Morrigan,1
Alistair / Talza Cherthand,1
Cullen Rutherford / non inquisitor oc,1
Male Lavellan & Male Lavellan,1
Cadogan Cousland / Zevran Arainai,1
Nighean Tabris / Leliana,1
Male Warden / Zevran (mentioned),1
Female Warden / Leliana (mentioned),1
Carver Hawke / Male Hawke / Merrill,1
Female Inquisitor & Warden Blackwall,1
Cullen Rutherford & Warden Blackwall,1
Damaia Adaar / Vashta,1
side pairings - Relationship,1
more later maybe,1
OC / Abelas,1
Fen'Harel / Solas / OC Female Mage,1
Varric Tethras / Cassandra Pentaghast / Original Female Character(s),1
Male Cousland / Female Trevelyan,1
a man and his doggo,1
human noble / city elf,1
Male Adaar & Varric Tethras,1
Mahariel / Merrill (Dragon Age),1
Tamlen & Mahariel & Merrill,1
I swear theres more.,1
Male Hawke / Lily Evans Potter,1
Lily Evans Potter / Fenris,1
Fenris / Male Hawke / Lily Evans Potter,1
Past Lily Evans Potter / Zevran Arainai,1
Crassius Servis / Isabela,1
Irving / Anders,1
Female Lavellan / Male City Elf,1
Female Lavellan / City Elf,1
F!Adaar / Iron Bull,1
(implied) Dorian Pavus / Inquisitor,1
Female Adaar & Cassandra Pentaghast,1
Blackwall / Winterhold Arch Mage,1
Whoever I want to see in a relationship,1
Crossworld ships,1
Varric Tethras & Dog,1
Female Inquisitor / ???,1
Toph Beifong & The Dragon Age Gang,1
Toph Beifong & The Gaang (mentioned),1
Mahinnah Lavellan / Dorian,1
Lavellan / Sutherland (Dragon Age),1
Inquisitor / Sutherland (Dragon Age),1
Male Inquisitor / Sutherland (Dragon Age),1
Solas & Female Trevelyan (brotp),1
Dorian & Female Trevelyan (also brotp don't tell Solas),1
Dalish / Skinner / Lace Harding,1
Original Non-Warden Aeducan / Alistair,1
Prince Alistair Theirin / Princess Aeducan,1
Gereon Alexius & Warden,1
Justfenders - Relationship,1
Female Lavellan / Female Cousland,1
Mentioned Cullen / Trevelyan,1
Female Trevelyan / Iron Bull / Dorian Pavus,1
Female Inquisitor / Iron Bull / Dorian Pavus,1
Gereon Alexius and Cassandra Pentaghast,1
Cassandra Pentaghast / Gereon Alexius,1
Gereon / Cassandra,1
Male Inquisitor / Felix Alexius,1
Felix Alexius & Male Trevelyan,1
Russia (Hetalia) / Reader,1
Germany (Hetalia) / Reader,1
Prussia (Hetalia) / Reader,1
England (Hetalia) / Reader,1
France (Hetalia) / Reader,1
Hungary (Hetalia) / Reader,1
Austria (Hetalia) / Reader,1
ukranie / reader,1
Sans (Undertale) / Reader,1
Papyrus (Undertale) / Reader,1
Ciel Phantomhive / Reader,1
Frisk (Undertale) / Reader,1
Undyne (Undertale) / Reader,1
Alphys / Undyne (Undertale),1
Alphys (Undertale) / Reader,1
Ootori Kyouya & Reader,1
Suoh Tamaki & Reader,1
Morty Smith / Reader,1
Rick Sanchez / Reader,1
Doofus Rick (Rick and Morty) / Reader,1
Daryl Dixon & You,1
Merle Dixon & You,1
Daryl Dixon / Merle Dixon,1
Lee Jooheon / Lee Minhyuk,1
Lee Jooheon / Lim Changkyun | I.M,1
Shin Hoseok | Wonho / Son Hyunwoo | Shownu,1
also like basically side everyone i cant control myself,1
Carver Hawke / Norah,1
Niro / Alistair / Zevran,1
minor Dagna / Sera,1
Solas (Dragon Age) / Female Lavellan,1
Solas (Dragon Age) / Female Inquisitor,1
Female Trevelyan & James Vega,1
The Warden & Mabari,1
The Warden & Alistair,1
Mabari & Alistair,1
commander shepard / commander cullen,1
shepard / cullen rutherford,1
Normandy Crew & Female Shepard,1
Normandy Crew & Shepard,1
Shepard / Cullen,1
Kira Nerys / Odo,1
Male Elf Inquisitor / Male Human OC,1
)C / OC,1
male oc / male oc,1
Fenris & Cole (Dragon Age),1
nothing romantic here sorry,1
background Iron Bull / Male Lavellan Inquisitor,1
Varric Tethras & Female Lavellan,1
Female Original Character / To Be Determined,1
Iron Bull / Dorian Pavus / Original Male Character(s),1
Transgender Adaar / Josephine Montilyet,1
hinted past Fenris / F!Hawke,1
Fen'Harel / Modern Female,1
707 | Luciel Choi / Main Character,1
Jumin Han / Reader,1
Surana's Parents,1
Bucky / reader,1
Bucky / Reader / Steve,1
"James ""Bucky Barnes / Reader / Steve Rogers",1
Loki Laufeyson / Reader,1
Thor Odison / Reader,1
Jefferson / Reader,1
Mad Hatter / Reader,1
Hulk / Reader,1
Steve / Reader,1
Valkyrie / Reader,1
steve / natasha,1
Steve Rogers / Natasha Romanoff,1
Sam Wilson / Reader,1
kaiden alenko / reader,1
Female Amell & Alistair,1
Female Lavellan / Loghain Mac Tir,1
Female Inquisitor / Loghain Mac Tir,1
Female Rogue Inquisitor / Laughain Mac Tir,1
Male Inquisitor / Eustace Morris,1
Male Adaar / Eustace Morris,1
Adaar / Eustace Morris,1
Dagna / Sera / Dalish,1
Varric / Blackwall / Josephine,1
Cullen Rutherford / Surana (past),1
Inquisitor / Cullen Rutherford (implied),1
Natia Brosca / Krumgrom Aeducan,1
Male Amell / Morrigan (mentioned),1
Female Cousland / Leliana / Female Surana (mentioned),1
Cullen Rutherford / Non-Inquisitor,1
Hawke & Merrill,1
tentacles / everyone,1
Mentions of Male Amell / Morrigan,1
Unrequited Female Hawke / Varric Tethras,1
pre-Fenris / Anders,1
Солас|Лавеллан,1
Minor Nathaniel Howe / Non-Warden Female Cousland,1
minor Dorian / Iron Bull,1
Female Adaar / Female Lavellan / Cassandra Pentaghast,1
Morrigan & Solas,1
Male Shepard / Female Inquisitor,1
Female Lavellan / Sebastian Castellanos,1
Barry Bluejeans / Lup,1
Dorian Pavus / Taako,1
Past Solas / Inquisitor,1
Female Addar / Original Female Character,1
Female Amell / Cullen Rutherford (friendship),1
Alistair / Female Amell (friendship),1
Female Inquisitor / Professor Kenric,1
Ellana Lavellen / Bram Kenric,1
mentioned Zevran / Isabela,1
mentioned Isabela / Revas,1
Mentioned Isabela / OFC,1
Cassandra Pentaghast & Inquisitor,1
Anders & Meredith Stannard,1
Hakwe & Meredith Stannard,1
Male Inquisitor (Dragon Age) / Other(s),1
Anders / Ogre,1
mentions of past relationships,1
Alistair Theirin  /  Cullen Rutherford,1
Raleigh Becket & Mako Mori,1
Thane Krios / Female Shepard / Garrus Vakarian,1
Stefan Trevelyan / Adriana Alamilla,1
Trixie / Katya,1
Trixie Mattel / Katya Zamalodchikova,1
Leliana & Gereon Alexius,1
hawke x cullen rutherford,1
hawke x cullen - Relationship,1
Alistair / Warden (OC),1
Past Zevran Arainai / Taliesen,1
Sten / Female Aeducan,1
Background Female Lavellan / Cullen Rutherford,1
Prince Basile / Cinders,1
Jiyel Scholar / Emmett,1
Corval Lady / Hamin,1
Hise Pirate / Zarad,1
Jiyel Scholar / Ana,1
Arland Princess & Emmett,1
Arland Princess / Hamin,1
Hise Pirate / Emmett,1
Arland Princess / Revaire Widow,1
Revaire Widow (Seven Kingdoms) / Original Character(s),1
Fen'Harel / Female Warden,1
Male Hawke / Male Lavellan / Fenris,1
Female Lavellan / Solas(One-Sided),1
Master / servant - Relationship,1
Protagonist / Berserker,1
Deuteragonist / Caster,1
Antagonist / Assassin,1
Female Cadash & Male Lavellan,1
Original Character & Male Lavellan,1
Original Character & Female Cadash,1
Rilienus / OMC,1
Karl Thekla & Anders,1
Female Hawke / ???,1
Blackwall / Dorian Pavus / Cassandra,1
Lace Harding / Sera / Female Hawke,1
Female Hawke / Sera / Iron Bull,1
Aveline Vallen / Iron Bull,1
Justinia V / Leliana (Dragon Age),1
Sera x OFC,1
Blackwall x OC,1
Female Cousland  /  Iona,1
More to come maybe? - Relationship,1
Cicero / Listener,1
Arnbjorn / Listener,1
Iron Bull / Female Travelyan (Background),1
male lavellan / Cassandra Pentaghast (past),1
Mothers - Relationship,1
Draco Malfoy / Dorian Pavus,1
Former Anders / Female Hawke,1
Male Adaar & Female Lavellan,1
Alistair / Venowen,1
Female Inquisitor / Flissa,1
Female Trevelyan / Flissa,1
Inquisitor / Flissa,1
Trevelyan / Flissa,1
James Vega / Original Female Human Character(s),1
hermione Granger / Solas,1
Delrin Barris / Male Lavellan,1
Lace Harding / Male Warden,1
Josephine Montilyet / Male Warden,1
Kylo Ren / Rey,1
Rey & Ben Solo | Kylo Ren,1
Derek Hale / Original Male Character(s),1
Derek Hale / Iron Bull,1
Derek Hale / Oc,1
Varric / Original Female Character(s),1
Cassandra / Original Male Character(s),1
Jowan / Surana (Dragon Age),1
Junkrat | Jamison Fawkes / Roadhog | Mako Rutledge,1
Junkrat | Jamison Fawkes & Roadhog | Mako Rutledge,1
M!Trevelyan / Dorian Pavus / Iron-Bull,1
M!Oc / Cremisus 'Krem' Aclassi,1
Anders & Samson,1
Cullen Rutherford & Maddox,1
Male Adaar & Maddox,1
Raleigh Samson & Cullen Rutherford,1
Samson / Calpernia,1
Gereon Alexius & Fiona,1
F!Adaar / Josephine Montilyet,1
F!Adaar / Cullen Rutherford,1
F!Adaar / Josephine Montilyet / Cullen Rutherford,1
John Hancock / Female Sole Survivor / Male Sole Survivor,1
mentions of past female lavellan / ofc,1
Cailan / Warden,1
male inquistor /  original male character,1
Inquisitor &a Inner Cirlce,1
Iron Bull & Inquisitor,1
Cullen Rutherford & Inquisitor,1
Bull's Chargers & Inquisitor,1
Cassandra Pentaghast & Inquisitir,1
gray wardens & Inquisitor,1
soldiers & Inquisitor,1
Josephine Montilyet & Inquisitor,1
Orlais & Inquisitor,1
Gaspard & Inquisitor,1
everyone / male Inquisitor,1
Merrill / Willow Rosenberg,1
Friend relationship,1
best friends - Relationship,1
Cullen Rutherford / Female Reader,1
Dorian Pavus / Male Cadash (mentioned),1
"Female Jedi Knight | Hero of Tython / Archiban ""Doc"" Kimble",1
Shepard / Garrus Vakarian,1
Aric Jorgan / Republic Trooper,1
Tessa Forsythia / Charter (Dragon Age),1
Cole & Cuullen Rutherford,1
Sera & Cullen Rutherford,1
Male Trevelyan / Original Male Character.,1
Bethany Hawke / Andy(oc),1
Past OMC / Others.,1
Dorian Pavus / Undisclosed,1
Isabela / Brennan(Mention),1
Fenris / Sebastian Vael(Mention),1
Female Cousland & Female Aeducan,1
Abelas / Inquisitor (Dragon Age),1
Inquisitor / Everyone,1
Inquisitor / Gereon Alexius,1
female lavellan x male lavellan,1
Pre Fenders - Relationship,1
Bethany Hawke / Blackwall,1
Reader / Kurama,1
Reader / Hiei,1
Reader / Soris,1
Reader / Yusuke,1
Reader / Jareth,1
Reader / Crowley,1
Reader / Dean,1
Reader / Jem,1
Reader / Alistair,1
Reader / Vash,1
Reader / Riley,1
Reader / Harry,1
Reader / Draco,1
Fred Weasley / Reader,1
Gren / Reader,1
Mugen / Reader,1
Spike / Reader,1
Remus / Reader,1
Snow Villiers / Reader,1
Snow / Reader,1
Johnny / reader,1
Johnny Cade / Reader,1
Reader / Cullen Rutherford,1
Zevran Arainai / Nonbinary Mahariel,1
Faeven Lavellan / Blackwall,1
Faeven Lavellan / Thom Rainer,1
Thelrand Lavellan / Dorian Pavus,1
Marian Hawke / Raleigh Samson,1
Eir'melana Lavellan / Solas,1
Alhasha'ise Lavellan / Iron Bull,1
Varric Tethras / Marigold Kadret,1
Faeven Lavellan / Elfroot,1
Solona Amell / Merrill,1
Ariadne / Arthur (Inception),1
Alistair / Tabris Friendship,1
Solas | Fen'Harel / Female Lavellan,1
Inquisitor & Everyone,1
Inquisitor & Female Mage Warden,1
King Alistair /  Female Trevelyan,1
Alfstanna / Female Warden,1
Alfstanna / Female Amell,1
Alfstanna / Warden,1
Alfstanna / Amell,1
peripheral anora mac tir / josephine montilyet,1
peripheral female tabris / zevran arainai,1
cullen rutherford / jim,1
Josephine Montilyet & Surana,1
Cole (Dragon Age) / Original Female Character,1
to be added,1
Other stuff that I don't want to spoil,1
Peter Hale / Stiles Stilinski,1
The Doctor (Doctor Who) / Rose Tyler,1
Alistair / Female Mage Warden (Past),1
Cullen Rutherford / Spirit Healer,1
City Elf | Elves / Cullen Rutherford,1
fenris / male hawke (background),1
(Past)Harry Potter / Ginny Weasley,1
Avvar! Cullen /  Female Inquisitor,1
Implied Carver / Merrill - Relationship,1
Early Unrequited Handers,1
Early Fenhawke,1
Sandal Feddic & Kieran (Dragon Age),1
Anders / Fenris / Hawke / Justice,1
Onesided Anders / Female Hawke,1
Oghren / Female Surana,1
Oghren / Female Warden (Dragon Age),1
King Alistair  /  Avvar Cullen,1
Solas / His hand,1
Ameridan / Female Inquisitor (Dragon Age),1
Solas / Rider,1
Avvar!Cullen / Rory Allen,1
Karin Chakwas / Zaeed Massani,1
brief mentions of carver / cullen,1
Quentin (Dragon Age) / Original Character(s),1
Anders (Dragon Age) & Wynne (Dragon Age),1
female Cousland  /  Male OC,1
(Minor) Dorian Pavus / OC,1
More TBD - Relationship,1
Josephine / Cullen,1
Felix Alexius / Dorian Pavus (past),1
Morrigan / Levin Surana,1
Well she's a griffon... I don't think anyone leans that way.,1
Howland Reed & Female Warden,1
Blake Belladonna / Ruby Rose,1
Inquisitor Lavellan / Original Characters,1
Original Character / Other(s),1
Nettie & Nero,1
Nettie & Val,1
Nettie & Ethalan,1
Andraste / Lucis,1
Cullen Rutherford / Lanaya Alerion,1
Male Inquisitor / Male Scout,1
Briala / Female Trevelyan / Celene Valmont,1
Non Inquisitor Female Lavellan / Solas,1
Carver / Male Hawke,1
Templar Carver / Mage Hawke,1
Cullen Rutherford / Female Non Inquisitor Trevelyan,1
Solas / modern woman,1
Solas / plus size woman,1
Cullen Rutherford / Male Hawke (past),1
Past Alistair / Female Amell Warden / Zevran Arainai,1
alistair / alistair's hand,1
lots of side pairings - Relationship,1
Dorian Pavus & Dagna,1
Cullen Rutherford & Original Female Character,1
post solavellan - Relationship,1
Cullen Rutherford & Solas,1
Ameridan / Telana (early relationship stage),1
Inner Circle / Original Female Character,1
Inner Circle / Original Male Character,1
Inquisitor & Original Female Character,1
Inquisitor & Original Male Character,1
Too Many Fucking Pairings to Count,1
Inquisitor Adaar & Original Female Character(s),1
Inquisitor Adaar & Original Male Character(s),1
Cole & Original Male Character(s),1
Alistair / Female Rogue Trevelyan,1
Alistair / Trevelyan (Dragon Age),1
Alistair & Inquisitor (Dragon Age),1
Hawke / OMC,1
Justice / OMC,1
OMC / OC Male Desire,1
